,COUNTY,DATE,WATER,TOWN,SPECIES,QTY,SIZE (inch)
646,Kennebec,2024-04-30,JAMIES (JIMMIE) P,Manchester,BROOK TROUT,300,10
647,Kennebec,2024-04-30,MONMOUTH SPORTSMAN CLUB P,Monmouth,BROOK TROUT,200,10
648,Kennebec,2024-05-02,BELGRADE STREAM,Belgrade,BROOK TROUT,165,10
649,Kennebec,2024-05-02,MESSALONSKEE STREAM,Oakland,BROOK TROUT,440,10
650,Kennebec,2024-05-02,MESSALONSKEE STREAM,Waterville,BROOK TROUT,440,10
651,Kennebec,2024-05-03,COBBOSSEECONTEE STREAM,Gardiner,BROOK TROUT,1000,10
652,Kennebec,2024-05-06,THREEMILE P,China,BROWN TROUT,600,9
653,Kennebec,2024-05-07,SAND P (TACOMA LKS),Monmouth,BROWN TROUT,200,9
654,Kennebec,2024-05-07,WOODBURY P,Litchfield,BROWN TROUT,250,9
655,Kennebec,2024-05-11,SPECTACLE P,Vassalboro,BROOK TROUT,500,10
656,Kennebec,2024-05-16,LITCHFIELD SPORTSMAN CLUB P,Litchfield,BROOK TROUT,100,10
657,Kennebec,2024-05-16,TYLER P,Manchester,BROOK TROUT,250,10
658,Kennebec,2024-05-16,WAYNE F&G CLUB P,Winthrop,BROOK TROUT,200,10
659,Kennebec,2024-05-21,JAMIES (JIMMIE) P,Manchester,BROOK TROUT,300,10
660,Kennebec,2024-05-21,MESSALONSKEE L,Oakland,BROOK TROUT,200,10
661,Kennebec,2024-05-21,TOGUS P,Augusta,BROOK TROUT,200,10
662,Kennebec,2024-05-30,ECHO L (CROTCHED P),Fayette,L.L. SALMON,400,8
663,Kennebec,2024-05-30,MARANACOOK L,Winthrop,L.L. SALMON,350,8
664,Kennebec,2024-10-03,KIMBALL P,Vienna,BROOK TROUT,800,8
665,Kennebec,2024-10-05,SILVER L,Sidney,RAINBOW TROUT,75,14
666,Kennebec,2024-10-09,COBBOSSEECONTEE L,Monmouth,BROWN TROUT,1600,12
667,Kennebec,2024-10-09,MESSALONSKEE L,Sidney,BROWN TROUT,2000,12
668,Kennebec,2024-10-10,CHINA L,China,BROWN TROUT,1250,12
669,Kennebec,2024-10-10,ECHO L (CROTCHED P),Fayette,BROOK TROUT,400,12
670,Kennebec,2024-10-10,MINNEHONK L,Mount Vernon,BROOK TROUT,300,12
671,Kennebec,2024-10-10,PARKER P,Mount Vernon,BROOK TROUT,500,12
672,Kennebec,2024-10-11,COCHNEWAGON P,Monmouth,BROWN TROUT,300,12
673,Kennebec,2024-10-17,COCHNEWAGON P,Monmouth,BROOK TROUT,500,12
674,Kennebec,2024-10-17,JUG STREAM,Monmouth,BROOK TROUT,75,12
675,Kennebec,2024-10-17,SAND P (TACOMA LKS),Monmouth,BROOK TROUT,300,12
676,Kennebec,2024-10-17,WOODBURY P,Litchfield,BROOK TROUT,300,12
677,Kennebec,2024-10-18,ECHO L (CROTCHED P),Fayette,SPLAKE,200,13
678,Kennebec,2024-10-18,MINNEHONK L,Mount Vernon,SPLAKE,200,13
679,Kennebec,2024-10-18,SAM ASSOCIATION P (LOWER SMALL),Augusta,BROOK TROUT,150,8
680,Kennebec,2024-10-18,SAM ASSOCIATION P (LOWER SMALL),Augusta,BROOK TROUT,50,13
681,Kennebec,2024-10-18,SAM ASSOCIATION P (UPPER BIG),Augusta,BROOK TROUT,100,8
682,Kennebec,2024-10-18,SAM ASSOCIATION P (UPPER BIG),Augusta,BROOK TROUT,100,13
683,Kennebec,2024-10-21,FAIRBANKS P,Manchester,BROWN TROUT,50,12
684,Kennebec,2024-10-21,FLYING P,Vienna,BROWN TROUT,150,12
685,Kennebec,2024-10-21,GREAT P,Belgrade,BROWN TROUT,500,12
686,Kennebec,2024-10-21,SILVER L,Sidney,BROWN TROUT,25,12
687,Kennebec,2024-10-22,JAMIES (JIMMIE) P,Manchester,SPLAKE,100,13
688,Kennebec,2024-10-22,JAMIES (JIMMIE) P,Manchester,BROOK TROUT,400,14
689,Kennebec,2024-10-23,FLYING P,Vienna,BROOK TROUT,350,12
690,Kennebec,2024-10-23,GREAT P,Belgrade,BROWN TROUT,3000,12
691,Kennebec,2024-10-24,COBBOSSEECONTEE L,Manchester,BROWN TROUT,900,12
692,Kennebec,2024-10-25,CHINA L,China,BROOK TROUT,200,13
693,Kennebec,2024-10-25,TOGUS P,Augusta,BROOK TROUT,550,13
694,Kennebec,2024-10-27,SAVADE P,Windsor,BROOK TROUT,300,13
695,Kennebec,2024-10-27,SPECTACLE P,Vassalboro,BROWN TROUT,150,12
696,Kennebec,2024-10-27,THREEMILE P,China,BROOK TROUT,300,13
697,Kennebec,2024-10-28,FLYING P,Vienna,L.L. SALMON,100,12
698,Kennebec,2024-10-28,PARKER P,Mount Vernon,L.L. SALMON,300,12
699,Kennebec,2024-10-29,SALMON L (ELLIS P),Belgrade,BROWN TROUT,400,12
700,Kennebec,2024-10-29,SALMON L (ELLIS P),Belgrade,BROOK TROUT,500,13
701,Kennebec,2024-11-01,MARANACOOK L,Winthrop,BROWN TROUT,200,12
702,Kennebec,2024-11-01,MARANACOOK L,Winthrop,BROOK TROUT,400,13
703,Kennebec,2024-11-01,MESSALONSKEE L,Sidney,SPLAKE,1000,13
704,Kennebec,2024-11-05,FAIRBANKS P,Manchester,BROOK TROUT,50,13
705,Kennebec,2024-11-05,MCGRATH P,Oakland,BROOK TROUT,400,13
706,Kennebec,2024-11-06,ECHO L (CROTCHED P),Fayette,BROOK TROUT,250,7
707,Kennebec,2024-11-06,FLYING P,Vienna,BROOK TROUT,200,13
708,Kennebec,2024-11-06,MINNEHONK L,Mount Vernon,BROOK TROUT,250,7
709,Kennebec,2024-11-06,MINNEHONK L,Mount Vernon,BROOK TROUT,200,13
710,Kennebec,2024-11-07,LONG P,Rome,RAINBOW TROUT,4400,14
711,Kennebec,2024-11-07,MESSALONSKEE L,Oakland,BROWN TROUT,500,12
712,Kennebec,2024-11-07,SAVADE P,Windsor,BROOK TROUT,100,13
713,Kennebec,2024-11-11,NARROWS P (LOWER),Winthrop,BROOK TROUT,200,13
714,Kennebec,2024-11-11,NARROWS P (UPPER),Winthrop,BROOK TROUT,400,13
715,Kennebec,2024-11-19,COCHNEWAGON P,Monmouth,BROOK TROUT,40,17
716,Kennebec,2024-11-19,MINNEHONK L,Mount Vernon,BROOK TROUT,40,17
717,Kennebec,2024-11-19,SAVADE P,Windsor,BROOK TROUT,30,17
718,Kennebec,2024-11-25,MESSALONSKEE STREAM,Oakland,BROOK TROUT,1000,8
719,Kennebec,2024-11-26,COCHNEWAGON P,Monmouth,BROOK TROUT,300,14
720,Kennebec,2024-11-26,MESSALONSKEE L,Oakland,SPLAKE,200,13
721,Kennebec,2024-11-26,MINNEHONK L,Mount Vernon,SPLAKE,125,13
722,Kennebec,2024-11-26,MINNEHONK L,Mount Vernon,BROOK TROUT,100,14
723,Knox,2024-04-17,SAINT GEORGE R,Appleton,BROWN TROUT,150,14
724,Knox,2024-04-17,SAINT GEORGE R,Appleton,BROOK TROUT,150,15
725,Knox,2024-04-17,SAINT GEORGE R,Union,BROWN TROUT,150,14
726,Knox,2024-04-17,SAINT GEORGE R,Union,BROOK TROUT,150,15
727,Knox,2024-04-19,ALFORD L,Hope,BROOK TROUT,200,10
728,Knox,2024-04-19,CHICKAWAUKIE P,Rockland,BROOK TROUT,250,10
729,Knox,2024-04-28,BOOTH QUARRY P,Vinalhaven,BROOK TROUT,125,10
730,Knox,2024-04-28,LAWSON QUARRY P,Vinalhaven,BROOK TROUT,125,10
731,Knox,2024-04-30,GOOSE R,Camden,BROOK TROUT,200,10
732,Knox,2024-04-30,HOSMER P,Camden,BROOK TROUT,250,10
733,Knox,2024-04-30,MEGUNTICOOK R,Camden,BROOK TROUT,400,10
734,Knox,2024-05-07,SAINT GEORGE R,Union,BROWN TROUT,750,9
735,Knox,2024-05-10,SAINT GEORGE R,Appleton,BROOK TROUT,600,10
736,Knox,2024-05-10,SAINT GEORGE R,Warren,BROWN TROUT,400,9
737,Knox,2024-05-24,SAINT GEORGE R,Appleton,BROOK TROUT,240,10
738,Knox,2024-05-24,SAINT GEORGE R,Union,BROOK TROUT,240,10
739,Knox,2024-05-28,SAINT GEORGE R,Appleton,BROWN TROUT,120,9
740,Knox,2024-05-28,SAINT GEORGE R,Union,BROWN TROUT,120,9
741,Knox,2024-10-03,LONG P (TURNERS L),Isle Au Haut,BROOK TROUT,1000,7
742,Knox,2024-10-12,SENNEBEC P,Appleton,BROOK TROUT,250,13
743,Knox,2024-10-12,SEVEN TREE P,Union,BROOK TROUT,350,13
744,Knox,2024-10-17,MEGUNTICOOK R,Camden,RAINBOW TROUT,100,14
745,Knox,2024-10-22,CHICKAWAUKIE P,Rockland,BROOK TROUT,500,13
746,Knox,2024-10-22,MACES P,Rockport,BROOK TROUT,300,7
747,Knox,2024-10-22,MACES P,Rockport,BROOK TROUT,150,13
748,Knox,2024-10-22,ROCKY P,Rockport,BROOK TROUT,250,7
749,Knox,2024-10-22,ROCKY P,Rockport,BROOK TROUT,75,13
750,Knox,2024-10-24,ALFORD L,Hope,L.L. SALMON,75,12
751,Knox,2024-10-25,ALFORD L,Hope,BROOK TROUT,750,7
752,Knox,2024-10-25,ALFORD L,Hope,BROWN TROUT,300,12
753,Knox,2024-10-25,ALFORD L,Hope,BROOK TROUT,500,13
754,Knox,2024-10-27,CRYSTAL P,Washington,BROWN TROUT,100,12
755,Knox,2024-10-27,CRYSTAL P,Washington,BROOK TROUT,200,13
756,Knox,2024-10-28,HOSMER P,Camden,BROWN TROUT,50,12
757,Knox,2024-10-28,HOSMER P,Camden,BROOK TROUT,250,13
758,Knox,2024-10-28,MEGUNTICOOK R,Camden,BROOK TROUT,200,13
759,Knox,2024-11-01,HOBBS P,Hope,BROOK TROUT,200,13
760,Knox,2024-11-06,TOLMAN P,Rockport,BROOK TROUT,200,13
761,Knox,2024-11-07,CRYSTAL P,Washington,BROOK TROUT,100,13
762,Knox,2024-11-07,HOSMER P,Camden,BROWN TROUT,200,12
763,Knox,2024-11-19,CRYSTAL P,Washington,BROOK TROUT,30,17
764,Knox,2024-11-19,MACES P,Rockport,BROOK TROUT,30,17
765,Knox,2024-11-21,CHICKAWAUKIE P,Rockland,BROOK TROUT,500,8
766,Knox,2024-11-21,HOSMER P,Camden,BROOK TROUT,500,8
767,Knox,2024-11-21,ROCKY P,Rockport,BROOK TROUT,500,8
768,Lincoln,2024-04-02,ADAMS P,Boothbay,BROOK TROUT,250,10
769,Lincoln,2024-04-16,PEMAQUID R,Bristol,BROOK TROUT,400,10
770,Lincoln,2024-04-16,PEMAQUID R,Bristol,BROOK TROUT,100,15
771,Lincoln,2024-04-17,MEDOMAK R,Waldoboro,BROWN TROUT,400,14
772,Lincoln,2024-04-17,MEDOMAK R,Waldoboro,BROOK TROUT,350,15
773,Lincoln,2024-04-29,LITTLE P,Damariscotta,BROOK TROUT,500,10
774,Lincoln,2024-04-29,PEMAQUID P,Damariscotta,BROWN TROUT,750,9
775,Lincoln,2024-05-06,PEMAQUID R,Bristol,BROWN TROUT,200,9
776,Lincoln,2024-05-06,PEMAQUID R,Bristol,BROOK TROUT,400,10
777,Lincoln,2024-05-06,ROSS P,Bristol,BROOK TROUT,250,10
778,Lincoln,2024-05-06,THOMPSON'S ICE P,South Bristol,BROOK TROUT,100,10
779,Lincoln,2024-05-07,MEDOMAK P (LITTLE),Waldoboro,BROOK TROUT,200,10
780,Lincoln,2024-05-07,MEDOMAK R,Waldoboro,BROWN TROUT,250,9
781,Lincoln,2024-05-07,MEDOMAK R,Waldoboro,BROOK TROUT,1200,10
782,Lincoln,2024-05-08,KNICKERBOCKER P,Boothbay,BROOK TROUT,200,10
783,Lincoln,2024-05-08,MONTSWEAG B,Wiscasset,BROOK TROUT,400,10
784,Lincoln,2024-05-08,POLY CLARK B,Wiscasset,BROOK TROUT,100,10
785,Lincoln,2024-05-08,WILEY P,Boothbay,BROOK TROUT,250,10
786,Lincoln,2024-05-10,KNICKERBOCKER P,Boothbay,RAINBOW TROUT,200,11
787,Lincoln,2024-05-14,WALDOBORO QUARRY P,Waldoboro,BROOK TROUT,200,10
788,Lincoln,2024-05-16,PETERS (GROSS) P,Waldoboro,BROOK TROUT,200,10
789,Lincoln,2024-05-16,UPPER P,Bristol,BROOK TROUT,100,10
790,Lincoln,2024-05-24,MEDOMAK R,Waldoboro,BROOK TROUT,480,10
791,Lincoln,2024-05-28,MEDOMAK R,Waldoboro,BROWN TROUT,240,9
792,Lincoln,2024-10-10,DAMARISCOTTA L,Jefferson,BROWN TROUT,1000,12
793,Lincoln,2024-10-24,KNICKERBOCKER P,Boothbay,BROOK TROUT,300,13
794,Lincoln,2024-10-24,WILEY P,Boothbay,BROOK TROUT,600,7
795,Lincoln,2024-10-24,WILEY P,Boothbay,BROOK TROUT,100,13
796,Lincoln,2024-10-29,BISCAY P,Bremen,BROWN TROUT,350,12
797,Lincoln,2024-10-29,BISCAY P,Bremen,BROOK TROUT,400,13
798,Lincoln,2024-10-29,KALERS P,Waldoboro,BROWN TROUT,100,12
799,Lincoln,2024-10-29,KALERS P,Waldoboro,BROOK TROUT,350,13
800,Lincoln,2024-10-29,MCCURDY P,Bremen,BROWN TROUT,250,12
801,Lincoln,2024-10-30,PINKHAM P,Alna,BROOK TROUT,200,13
802,Lincoln,2024-11-01,MEDOMAK P (LITTLE),Waldoboro,BROWN TROUT,100,12
803,Lincoln,2024-11-01,MEDOMAK P (LITTLE),Waldoboro,BROOK TROUT,100,13
804,Lincoln,2024-11-01,PEMAQUID P,Damariscotta,BROOK TROUT,200,13
805,Lincoln,2024-11-01,PEMAQUID P,Nobleboro,BROOK TROUT,200,13
806,Lincoln,2024-11-05,THOMPSON'S ICE P,South Bristol,BROOK TROUT,250,8
807,Lincoln,2024-11-05,THOMPSON'S ICE P,South Bristol,BROOK TROUT,50,13
808,Lincoln,2024-11-06,ROSS P,Bristol,BROOK TROUT,300,8
809,Lincoln,2024-11-06,ROSS P,Bristol,BROOK TROUT,200,13
810,Lincoln,2024-11-07,PEMAQUID R,Bristol,BROWN TROUT,150,12
811,Lincoln,2024-11-08,PEMAQUID R,Bristol,BROWN TROUT,150,12
812,Oxford,2024-04-02,HALLS P,Paris,BROOK TROUT,300,10
813,Oxford,2024-04-02,LONG P,Denmark,BROOK TROUT,300,10
814,Oxford,2024-04-03,STANLEY P,Hiram,RAINBOW TROUT,950,10
815,Oxford,2024-04-17,BRYANT P,Woodstock,SPLAKE,325,10
816,Oxford,2024-04-17,INDIAN P,Greenwood,SPLAKE,300,10
817,Oxford,2024-04-17,SHAGG P,Woodstock,SPLAKE,150,10
818,Oxford,2024-04-19,ANDROSCOGGIN R (LITTLE),Greenwood,BROOK TROUT,400,10
819,Oxford,2024-04-19,ANDROSCOGGIN R (LITTLE),West Paris,BROOK TROUT,600,10
820,Oxford,2024-04-19,AUNT HANNAH B,Dixfield,BROOK TROUT,100,10
821,Oxford,2024-04-19,SWIFT R,Byron,BROOK TROUT,400,10
822,Oxford,2024-04-23,CHAPMAN P,Porter,BROOK TROUT,150,10
823,Oxford,2024-04-23,CLAYS P,Fryeburg,BROOK TROUT,300,10
824,Oxford,2024-04-23,CLAYS P OUTLET,Fryeburg,BROOK TROUT,250,10
825,Oxford,2024-04-23,CLEMONS P (LITTLE),Hiram,BROOK TROUT,150,10
826,Oxford,2024-04-23,INDIAN P,Greenwood,BROOK TROUT,500,10
827,Oxford,2024-04-23,ROUND P,Fryeburg,BROOK TROUT,150,10
828,Oxford,2024-04-23,SHAGG P,Woodstock,BROOK TROUT,500,10
829,Oxford,2024-04-24,BACK P (5 KEZARS),Stoneham,BROOK TROUT,200,9
830,Oxford,2024-04-24,BEAR P,Waterford,BROOK TROUT,400,9
831,Oxford,2024-04-24,BRYANT P,Woodstock,BROOK TROUT,500,9
832,Oxford,2024-04-24,CUSHMAN P,Lovell,BROOK TROUT,300,9
833,Oxford,2024-04-24,KEEWAYDIN L,Stoneham,BROOK TROUT,400,9
834,Oxford,2024-04-24,OSSIPEE R,Hiram,BROOK TROUT,470,10
835,Oxford,2024-04-25,ANDROSCOGGIN R (LITTLE),Oxford,BROWN TROUT,260,9
836,Oxford,2024-04-25,ANDROSCOGGIN R (LITTLE),Oxford,RAINBOW TROUT,260,11
837,Oxford,2024-04-25,SACO R,Fryeburg,BROOK TROUT,150,10
838,Oxford,2024-04-25,SACO R,Hiram,BROOK TROUT,200,10
839,Oxford,2024-04-26,NEZINSCOT R (EAST BRANCH),Buckfield,BROWN TROUT,500,9
840,Oxford,2024-04-26,NEZINSCOT R (EAST BRANCH),Hartford,BROWN TROUT,1500,9
841,Oxford,2024-04-26,NEZINSCOT R (WEST BRANCH),Buckfield,BROWN TROUT,2000,9
842,Oxford,2024-04-26,PENNESSEEWASSEE L OUTLET,Norway,BROOK TROUT,100,9
843,Oxford,2024-04-26,PENNESSEEWASSEE P (LITTLE),Norway,BROOK TROUT,300,9
844,Oxford,2024-04-30,CONCORD R,Milton Twp,BROWN TROUT,500,9
845,Oxford,2024-04-30,CONCORD R,Rumford,BROWN TROUT,1000,9
846,Oxford,2024-04-30,OSSIPEE R,Hiram,BROWN TROUT,1640,9
847,Oxford,2024-04-30,SPEARS STREAM,Peru,BROWN TROUT,600,9
848,Oxford,2024-04-30,SWIFT R,Byron,BROWN TROUT,200,9
849,Oxford,2024-04-30,SWIFT R,Byron,RAINBOW TROUT,150,11
850,Oxford,2024-04-30,SWIFT R,Roxbury,BROWN TROUT,200,9
851,Oxford,2024-04-30,SWIFT R,Roxbury,RAINBOW TROUT,150,11
852,Oxford,2024-04-30,TWITCHELL B,Greenwood,BROWN TROUT,600,9
853,Oxford,2024-05-01,ANDROSCOGGIN R,Bethel,BROWN TROUT,600,9
854,Oxford,2024-05-01,ANDROSCOGGIN R,Hanover,BROWN TROUT,2000,9
855,Oxford,2024-05-01,BUNGANOCK B,Hartford,BROWN TROUT,500,9
856,Oxford,2024-05-02,LOVEWELL P,Fryeburg,BROWN TROUT,1100,9
857,Oxford,2024-05-02,SACO R,Hiram,BROWN TROUT,300,9
858,Oxford,2024-05-03,ANDROSCOGGIN R (LITTLE),Greenwood,BROOK TROUT,400,10
859,Oxford,2024-05-03,ANDROSCOGGIN R (LITTLE),West Paris,BROOK TROUT,600,10
860,Oxford,2024-05-03,RICHARDSON LAKES,Township C,BROOK TROUT,2000,10
861,Oxford,2024-05-04,GREELEY B,Otisfield,BROOK TROUT,150,9
862,Oxford,2024-05-04,GREELEY B,Oxford,BROOK TROUT,150,9
863,Oxford,2024-05-04,PENNESSEEWASSEE L OUTLET,Norway,BROOK TROUT,100,9
864,Oxford,2024-05-04,SPEARS STREAM,Peru,BROOK TROUT,200,9
865,Oxford,2024-05-04,WHITNEY B,Canton,BROOK TROUT,100,9
866,Oxford,2024-05-05,NEZINSCOT R (EAST BRANCH),Hartford,BROWN TROUT,21000,2
867,Oxford,2024-05-06,ANDROSCOGGIN R,Rumford,RAINBOW TROUT,675,11
868,Oxford,2024-05-07,RICHARDSON LAKES,Richardsontown Twp,BROOK TROUT,3200,10
869,Oxford,2024-05-08,ANDROSCOGGIN R (LITTLE),Greenwood,BROWN TROUT,600,9
870,Oxford,2024-05-08,ANDROSCOGGIN R (LITTLE),Oxford,BROWN TROUT,300,10
871,Oxford,2024-05-08,ANDROSCOGGIN R (LITTLE),Paris,BROWN TROUT,300,10
872,Oxford,2024-05-08,ANDROSCOGGIN R (LITTLE),West Paris,BROWN TROUT,150,9
873,Oxford,2024-05-08,ANDROSCOGGIN R (LITTLE),West Paris,BROWN TROUT,600,10
874,Oxford,2024-05-08,NEZINSCOT R (EAST BRANCH),Peru,BROOK TROUT,250,10
875,Oxford,2024-05-08,NEZINSCOT R (EAST BRANCH),Sumner,BROOK TROUT,500,10
876,Oxford,2024-05-08,OSSIPEE R,Hiram,BROOK TROUT,470,10
877,Oxford,2024-05-09,SACO R,Fryeburg,BROOK TROUT,150,10
878,Oxford,2024-05-09,SACO R,Hiram,BROOK TROUT,200,10
879,Oxford,2024-05-10,WILD R,Batchelders Grant Twp,BROOK TROUT,250,10
880,Oxford,2024-05-10,WILD R,Gilead,BROOK TROUT,750,10
881,Oxford,2024-05-13,ELLIS P (LITTLE),Byron,L.L. SALMON,50,7
882,Oxford,2024-05-13,ELLIS P (LITTLE),Byron,BROOK TROUT,500,10
883,Oxford,2024-05-14,ANDROSCOGGIN R (LITTLE),Oxford,BROWN TROUT,360,9
884,Oxford,2024-05-14,ANDROSCOGGIN R (LITTLE),Oxford,RAINBOW TROUT,260,11
885,Oxford,2024-05-14,ELLIS R,Andover,BROOK TROUT,400,9
886,Oxford,2024-05-14,ELLIS R,Rumford,BROOK TROUT,400,9
887,Oxford,2024-05-14,ELLIS R (WEST BRANCH),Andover,BROOK TROUT,400,9
888,Oxford,2024-05-15,ANDROSCOGGIN R,Bethel,BROWN TROUT,150,18
889,Oxford,2024-05-15,ANDROSCOGGIN R,Gilead,BROWN TROUT,200,18
890,Oxford,2024-05-16,ANDROSCOGGIN R,Gilead,RAINBOW TROUT,300,18
891,Oxford,2024-05-16,B POND,Upton,L.L. SALMON,350,7
892,Oxford,2024-05-16,LINCOLN P,Parkertown Twp,BROOK TROUT,1200,10
893,Oxford,2024-05-16,MOOSE P,Waterford,BROOK TROUT,500,10
894,Oxford,2024-05-16,RICHARDSON P (LOWER EAST),Adamstown Twp,BROOK TROUT,300,10
895,Oxford,2024-05-16,RICHARDSON P (UPPER EAST),Adamstown Twp,BROOK TROUT,500,10
896,Oxford,2024-05-17,ANDROSCOGGIN R,Bethel,BROWN TROUT,600,9
897,Oxford,2024-05-17,ANDROSCOGGIN R,Bethel,RAINBOW TROUT,700,11
898,Oxford,2024-05-17,ANDROSCOGGIN R,Gilead,BROWN TROUT,300,9
899,Oxford,2024-05-17,ANDROSCOGGIN R,Gilead,RAINBOW TROUT,1000,11
900,Oxford,2024-05-17,KEZAR L,Lovell,L.L. SALMON,400,8
901,Oxford,2024-05-18,CLAYS P,Fryeburg,BROWN TROUT,100,9
902,Oxford,2024-05-19,COLD R,Stow,BROWN TROUT,400,9
903,Oxford,2024-05-19,COLD R,Stow,BROOK TROUT,450,10
904,Oxford,2024-05-20,ANDROSCOGGIN R,Hanover,BROOK TROUT,1000,10
905,Oxford,2024-05-20,HANCOCK B,Hiram,BROOK TROUT,125,10
906,Oxford,2024-05-20,SUNDAY R,Newry,BROOK TROUT,800,10
907,Oxford,2024-05-21,ANDROSCOGGIN R,Mexico,RAINBOW TROUT,675,11
908,Oxford,2024-05-21,AUNT HANNAH B,Dixfield,BROOK TROUT,100,10
909,Oxford,2024-05-22,RICHARDSON P (WEST),Adamstown Twp,BROOK TROUT,750,10
910,Oxford,2024-05-23,ANDROSCOGGIN R,Bethel,BROOK TROUT,300,10
911,Oxford,2024-05-23,ANDROSCOGGIN R,Gilead,BROOK TROUT,700,10
912,Oxford,2024-05-24,NEZINSCOT R (EAST BRANCH),Buckfield,BROWN TROUT,8000,2
913,Oxford,2024-05-24,NEZINSCOT R (WEST BRANCH),Buckfield,BROWN TROUT,32000,2
914,Oxford,2024-05-29,BURNT MEADOW P,Brownfield,BROWN TROUT,100,9
915,Oxford,2024-05-30,BEAR P,Waterford,L.L. SALMON,50,8
916,Oxford,2024-05-30,BRYANT P,Woodstock,L.L. SALMON,100,8
917,Oxford,2024-05-30,PENNESSEEWASSEE L,Norway,BROOK TROUT,75,10
918,Oxford,2024-05-30,SOUTH & ROUND PDS,Greenwood,L.L. SALMON,100,8
919,Oxford,2024-05-31,BRADLEY P,Lovell,BROWN TROUT,100,9
920,Oxford,2024-05-31,HALLS P,Paris,BROWN TROUT,50,9
921,Oxford,2024-05-31,NORTH P,Woodstock,BROWN TROUT,275,9
922,Oxford,2024-06-03,CONSERVATION CAMP P,Woodstock,BROOK TROUT,100,10
923,Oxford,2024-06-03,WILD R,Batchelders Grant Twp,BROOK TROUT,750,10
924,Oxford,2024-06-03,WILD R,Gilead,BROOK TROUT,250,10
925,Oxford,2024-06-04,PLEASANT L,Otisfield,L.L. SALMON,400,8
926,Oxford,2024-06-04,THOMPSON L,Otisfield,L.L. SALMON,750,8
927,Oxford,2024-06-05,CONSERVATION CAMP P,Woodstock,BROOK TROUT,100,10
928,Oxford,2024-06-05,FOREST P,Canton,RAINBOW TROUT,200,11
929,Oxford,2024-06-05,HORSESHOE P,Lovell,BROOK TROUT,200,10
930,Oxford,2024-06-05,WORTHLEY P,Peru,RAINBOW TROUT,900,11
931,Oxford,2024-06-07,ANDROSCOGGIN R (LITTLE),Greenwood,BROOK TROUT,1332,3
932,Oxford,2024-06-07,ANDROSCOGGIN R (LITTLE),Greenwood,BROOK TROUT,6666,4
933,Oxford,2024-06-07,ANDROSCOGGIN R (LITTLE),West Paris,BROOK TROUT,666,3
934,Oxford,2024-06-07,ANDROSCOGGIN R (LITTLE),West Paris,BROOK TROUT,3333,4
935,Oxford,2024-09-25,ELLIS (ROXBURY) P,Roxbury,BROOK TROUT,1450,12
936,Oxford,2024-09-27,AZISCOHOS P,Magalloway Plt,BROOK TROUT,500,6
937,Oxford,2024-09-27,BEAVER P (LITTLE),Magalloway Plt,BROOK TROUT,1500,6
938,Oxford,2024-09-27,GOODWIN P,Adamstown Twp,BROOK TROUT,150,6
939,Oxford,2024-09-27,SPECK P,Grafton Twp,BROOK TROUT,400,6
940,Oxford,2024-10-01,PENNESSEEWASSEE L,Norway,RAINBOW TROUT,1850,14
941,Oxford,2024-10-02,ABBOTTS P,Sumner,BROOK TROUT,650,6
942,Oxford,2024-10-02,ANDROSCOGGIN R,Bethel,BROWN TROUT,250,12
943,Oxford,2024-10-02,ANDROSCOGGIN R,Gilead,BROWN TROUT,250,12
944,Oxford,2024-10-02,CONCORD P (LITTLE),Woodstock,BROOK TROUT,600,6
945,Oxford,2024-10-02,CUSHMAN P,Sumner,BROOK TROUT,600,6
946,Oxford,2024-10-02,MOSQUITO P,Albany Twp,BROOK TROUT,75,6
947,Oxford,2024-10-02,NORTH P,Sumner,BROOK TROUT,250,12
948,Oxford,2024-10-02,OVERSET P,Greenwood,BROOK TROUT,300,6
949,Oxford,2024-10-02,SPECK P #2,Norway,BROOK TROUT,150,6
950,Oxford,2024-10-02,TROUT P,Mason Twp,BROOK TROUT,400,6
951,Oxford,2024-10-03,ANDROSCOGGIN R,Bethel,BROOK TROUT,375,12
952,Oxford,2024-10-03,ANDROSCOGGIN R,Gilead,BROOK TROUT,375,12
953,Oxford,2024-10-03,ANDROSCOGGIN R,Mexico,BROWN TROUT,125,12
954,Oxford,2024-10-03,ANDROSCOGGIN R,Rumford,BROWN TROUT,125,12
955,Oxford,2024-10-03,ANDROSCOGGIN R (LITTLE),Oxford,RAINBOW TROUT,100,14
956,Oxford,2024-10-03,BROKEN BRIDGE P,Albany Twp,BROOK TROUT,300,6
957,Oxford,2024-10-03,CROCKER P,Albany Twp,BROOK TROUT,200,8
958,Oxford,2024-10-03,CROCKER P,Albany Twp,BROOK TROUT,15,12
959,Oxford,2024-10-03,WASHBURN P,Woodstock,BROOK TROUT,250,6
960,Oxford,2024-10-04,HANCOCK P,Denmark,BROWN TROUT,1000,12
961,Oxford,2024-10-04,HUTCHINSON P,Albany Twp,BROOK TROUT,200,12
962,Oxford,2024-10-04,KEEWAYDIN L,Stoneham,BROOK TROUT,250,12
963,Oxford,2024-10-04,SONGO P,Albany Twp,BROOK TROUT,150,12
964,Oxford,2024-10-04,SOUTH & ROUND PDS,Greenwood,BROOK TROUT,200,12
965,Oxford,2024-10-04,TWITCHELL P,Greenwood,BROOK TROUT,150,12
966,Oxford,2024-10-04,VIRGINIA L,Stoneham,BROOK TROUT,300,12
