,COUNTY,DATE,WATER,TOWN,SPECIES,QTY,SIZE (inch)
1575,Washington,2024-06-04,COBSCOOK BAY STATE PARK P,Edmunds Twp,BROOK TROUT,400,9
1576,Washington,2024-06-05,GARDNER L,East Machias,L.L. SALMON,1500,7
1577,Washington,2024-06-05,MEDDYBEMPS L,Baileyville,L.L. SALMON,250,7
1578,Washington,2024-06-06,LAMBERT L,Lambert Lake Twp,L.L. SALMON,50,7
1579,Washington,2024-06-06,MUSQUASH L (EAST),Topsfield,L.L. SALMON,80,7
1580,Washington,2024-06-06,SPEDNIC L,Vanceboro,L.L. SALMON,1010,7
1581,Washington,2024-09-24,TOMAH L,Forest City Twp,BROOK TROUT,500,8
1582,Washington,2024-09-26,LAMBERT L,Lambert Lake Twp,BROOK TROUT,1000,8
1583,Washington,2024-10-01,BERRYPATCH P,T31 MD BPP - Day Block Twp,BROOK TROUT,150,8
1584,Washington,2024-10-01,BERRYPATCH P,T31 MD BPP - Day Block Twp,BROOK TROUT,25,14
1585,Washington,2024-10-01,LOVE L,T19 ED BPP,L.L. SALMON,200,11
1586,Washington,2024-10-01,MOPANG L,Devereaux Twp,L.L. SALMON,300,11
1587,Washington,2024-10-01,PEEP L,T30 MD BPP,BROOK TROUT,1300,8
1588,Washington,2024-10-01,PENNAMAQUAN L,Charlotte,BROWN TROUT,1200,12
1589,Washington,2024-10-01,PLEASANT RIVER L,Beddington,L.L. SALMON,25,11
1590,Washington,2024-10-01,SALMON P,T30 MD BPP,BROOK TROUT,400,8
1591,Washington,2024-10-01,SALMON P,T30 MD BPP,BROOK TROUT,50,14
1592,Washington,2024-10-02,ACKLEY P,Cutler,BROOK TROUT,400,8
1593,Washington,2024-10-02,JAMES P,Charlotte,BROOK TROUT,1250,8
1594,Washington,2024-10-02,LEDGE (BALD LEDGE) P,Charlotte,BROOK TROUT,800,8
1595,Washington,2024-10-02,NORSE P,Cutler,BROOK TROUT,350,8
1596,Washington,2024-10-02,PATRICK L,Marion Twp,BROOK TROUT,100,13
1597,Washington,2024-10-02,PORK BARREL L,T6 R1 NBPP,BROOK TROUT,500,8
1598,Washington,2024-10-02,ROUND L,Charlotte,BROWN TROUT,525,12
1599,Washington,2024-10-02,VINING L,Cooper,BROOK TROUT,850,8
1600,Washington,2024-10-08,GRAND L (EAST),Danforth,BROOK TROUT,600,13
1601,Washington,2024-10-08,MEYERS P (NORTH),Columbia,BROOK TROUT,300,8
1602,Washington,2024-10-08,MONTEGAIL P,T19 MD BPP,BROOK TROUT,2500,8
1603,Washington,2024-10-08,MONTEGAIL P,T19 MD BPP,BROOK TROUT,175,14
1604,Washington,2024-10-08,PIKE BROOK P (EAST),T18 MD BPP,BROOK TROUT,300,8
1605,Washington,2024-10-08,PIKE BROOK P (WEST),T18 MD BPP,BROOK TROUT,1200,8
1606,Washington,2024-10-08,SPECTACLE P,Deblois,BROOK TROUT,850,8
1607,Washington,2024-10-09,GOULDING L,Robbinston,BROOK TROUT,1100,8
1608,Washington,2024-10-09,GOULDING L,Robbinston,BROOK TROUT,75,14
1609,Washington,2024-10-09,MIC-MAC P,Deblois,BROOK TROUT,1000,7
1610,Washington,2024-10-09,MIC-MAC P,Deblois,BROOK TROUT,100,13
1611,Washington,2024-10-09,MONEYMAKER L,Robbinston,BROOK TROUT,600,8
1612,Washington,2024-10-09,NASHS L,Calais,BROOK TROUT,400,8
1613,Washington,2024-10-09,NASHS L,Calais,L.L. SALMON,300,11
1614,Washington,2024-10-09,PIKE BROOK P (WEST),T18 MD BPP,BROOK TROUT,75,13
1615,Washington,2024-10-09,PINEO P,Deblois,BROOK TROUT,100,7
1616,Washington,2024-10-09,PINEO P,Deblois,BROOK TROUT,50,13
1617,Washington,2024-10-09,SCHOODIC L,Cherryfield,BROOK TROUT,75,13
1618,Washington,2024-10-09,VINING L,Cooper,BROOK TROUT,50,14
1619,Washington,2024-10-10,MONROE L,T43 MD BPP,BROOK TROUT,3150,8
1620,Washington,2024-10-11,MONROE P (EAST),T43 MD BPP,BROOK TROUT,600,8
1621,Washington,2024-10-11,MONROE P (WEST),T43 MD BPP,BROOK TROUT,500,8
1622,Washington,2024-10-16,FOXHOLE P,Deblois,BROOK TROUT,250,8
1623,Washington,2024-10-16,FOXHOLE P,Deblois,BROOK TROUT,50,13
1624,Washington,2024-10-16,LONG L,Marion Twp,SPLAKE,250,13
1625,Washington,2024-10-16,MOPANG L,Devereaux Twp,SPLAKE,400,13
1626,Washington,2024-10-16,PEAKED MOUNTAIN P,Northfield,SPLAKE,250,13
1627,Washington,2024-10-16,PLEASANT RIVER L,Beddington,SPLAKE,350,13
1628,Washington,2024-10-16,SOUTHWEST P,Beddington,SPLAKE,25,13
1629,Washington,2024-10-17,KEENE L,Calais,BROOK TROUT,1500,8
1630,Washington,2024-10-17,KEENE L,Calais,BROOK TROUT,150,14
1631,Washington,2024-10-17,LILY L,Trescott Twp,BROOK TROUT,1100,8
1632,Washington,2024-10-22,BOG L,Northfield,L.L. SALMON,300,11
1633,Washington,2024-10-22,BOG L,Northfield,BROOK TROUT,600,14
1634,Washington,2024-10-22,SIX MILE L,Marshfield,BROOK TROUT,1000,8
1635,Washington,2024-10-22,SIX MILE L,Marshfield,BROOK TROUT,200,14
1636,Washington,2024-10-23,INDIAN L,Whiting,BROOK TROUT,2000,8
1637,Washington,2024-10-23,INDIAN L,Whiting,BROOK TROUT,200,14
1638,Washington,2024-10-28,PLEASANT RIVER L,Beddington,BROOK TROUT,700,13
1639,Washington,2024-11-13,BOG L,Northfield,L.L. SALMON,50,15
1640,Washington,2024-11-13,MOPANG L,Devereaux Twp,L.L. SALMON,55,19
1641,Washington,2024-11-13,NASHS L,Calais,L.L. SALMON,35,19
1642,Washington,2024-11-14,FOXHOLE P,Deblois,BROOK TROUT,10,18
1643,Washington,2024-11-14,INDIAN L,Whiting,BROOK TROUT,25,18
1644,Washington,2024-11-14,MONTEGAIL P,T19 MD BPP,BROOK TROUT,25,18
1645,Washington,2024-11-14,PLEASANT RIVER L,Beddington,BROOK TROUT,40,18
1646,Washington,2024-11-14,SIX MILE L,Marshfield,BROOK TROUT,25,18
1647,Washington,2024-11-18,INDIAN L,Whiting,BROOK TROUT,700,8
1648,Washington,2024-11-18,KEENE L,Calais,BROOK TROUT,700,8
1649,Washington,2024-11-19,FARROW L,Topsfield,BROOK TROUT,750,8
1650,York,2024-02-08,HORNE (PEQUAWKET) P,Limington,BROOK TROUT,100,14
1651,York,2024-04-02,HORNE (PEQUAWKET) P,Limington,BROOK TROUT,400,10
1652,York,2024-04-02,ISINGLASS P,Waterboro,BROOK TROUT,200,10
1653,York,2024-04-03,OSSIPEE L (LITTLE),Waterboro,RAINBOW TROUT,2800,10
1654,York,2024-04-09,KENNEBUNK P,Lyman,BROOK TROUT,500,10
1655,York,2024-04-09,ROUND P,Lyman,BROOK TROUT,200,10
1656,York,2024-04-10,BATSON R,Kennebunkport,BROOK TROUT,200,10
1657,York,2024-04-10,CAPE NEDDICK R,York,BROOK TROUT,200,10
1658,York,2024-04-10,GOFF MILL B,Kennebunkport,BROOK TROUT,300,10
1659,York,2024-04-10,JOSIAS R,York,BROOK TROUT,75,10
1660,York,2024-04-10,OGUNQUIT R,Wells,BROOK TROUT,300,10
1661,York,2024-04-10,WORSTER B,Berwick,BROOK TROUT,200,10
1662,York,2024-04-12,WILCOX P,Biddeford,BROOK TROUT,200,10
1663,York,2024-04-16,COOKS B,Dayton,BROOK TROUT,200,10
1664,York,2024-04-16,GREAT B,Lebanon,BROOK TROUT,100,10
1665,York,2024-04-16,GREAT WORKS R,North Berwick,BROOK TROUT,400,10
1666,York,2024-04-16,GREAT WORKS R,Sanford,BROOK TROUT,200,10
1667,York,2024-04-16,GREAT WORKS R,South Berwick,BROOK TROUT,100,10
1668,York,2024-04-16,KEAY B,Berwick,BROOK TROUT,200,10
1669,York,2024-04-16,KNIGHT P,South Berwick,BROOK TROUT,150,10
1670,York,2024-04-16,LEAVITT B,Limerick,BROOK TROUT,100,10
1671,York,2024-04-16,LITTLE R,Berwick,BROOK TROUT,300,10
1672,York,2024-04-16,LITTLE R,Lebanon,BROOK TROUT,100,10
1673,York,2024-04-16,LITTLEFIELD P,Sanford,BROOK TROUT,350,10
1674,York,2024-04-16,MATHEW'S MILL P,Berwick,BROOK TROUT,200,10
1675,York,2024-04-16,MOUSAM R,Sanford,BROOK TROUT,350,10
1676,York,2024-04-16,MOUSAM R,Shapleigh,BROOK TROUT,150,10
1677,York,2024-04-16,NEOUTAQUET R,North Berwick,BROOK TROUT,250,10
1678,York,2024-04-16,SWAN POND B,Dayton,BROOK TROUT,300,10
1679,York,2024-04-16,THACHER B,Biddeford,BROOK TROUT,100,10
1680,York,2024-04-18,KENNEBUNK R,Kennebunk,BROOK TROUT,200,10
1681,York,2024-04-18,KENNEBUNK R,Kennebunk,BROOK TROUT,300,10
1682,York,2024-04-18,MERRILAND R,Wells,BROOK TROUT,300,10
1683,York,2024-04-18,UNNAMED B,York,BROOK TROUT,100,10
1684,York,2024-04-18,WARD B,Kennebunk,BROOK TROUT,150,10
1685,York,2024-04-24,OSSIPEE R (LITTLE),Limerick,BROOK TROUT,475,10
1686,York,2024-04-24,OSSIPEE R (LITTLE),Limington,BROOK TROUT,200,10
1687,York,2024-04-24,OSSIPEE R (LITTLE),Newfield,BROOK TROUT,100,10
1688,York,2024-04-24,OSSIPEE R (LITTLE),Shapleigh,BROOK TROUT,100,10
1689,York,2024-04-24,PENDEXTER B,Parsonsfield,BROOK TROUT,150,10
1690,York,2024-04-24,SOUTH R,Parsonsfield,BROOK TROUT,150,10
1691,York,2024-04-25,SACO R,Buxton,BROOK TROUT,200,10
1692,York,2024-04-30,OSSIPEE R (LITTLE),Limerick,BROWN TROUT,600,9
1693,York,2024-04-30,OSSIPEE R (LITTLE),Newfield,BROWN TROUT,350,9
1694,York,2024-04-30,OSSIPEE R (LITTLE),Shapleigh,BROWN TROUT,700,9
1695,York,2024-05-01,COOKS B,Dayton,BROOK TROUT,200,10
1696,York,2024-05-01,KENNEBUNK R,Kennebunk,BROOK TROUT,500,10
1697,York,2024-05-01,SWAN POND B,Dayton,BROOK TROUT,400,10
1698,York,2024-05-01,WARD B,Kennebunk,BROOK TROUT,150,10
1699,York,2024-05-01,WILCOX P,Biddeford,BROOK TROUT,100,10
1700,York,2024-05-02,SACO R,Buxton,BROWN TROUT,750,9
1701,York,2024-05-02,SACO R,Dayton,BROWN TROUT,500,9
1702,York,2024-05-02,SACO R,Dayton,BROOK TROUT,400,10
1703,York,2024-05-02,SACO R,Limington,BROWN TROUT,300,9
1704,York,2024-05-03,GREAT B,Lebanon,BROOK TROUT,100,10
1705,York,2024-05-03,GREAT WORKS R,North Berwick,BROOK TROUT,400,10
1706,York,2024-05-03,GREAT WORKS R,Sanford,BROOK TROUT,200,10
1707,York,2024-05-03,LITTLE R,Berwick,BROOK TROUT,300,10
1708,York,2024-05-03,LITTLE R,Lebanon,BROOK TROUT,150,10
1709,York,2024-05-03,MOUSAM R,Sanford,BROOK TROUT,300,10
1710,York,2024-05-03,MOUSAM R,Shapleigh,BROOK TROUT,100,10
1711,York,2024-05-03,NEOUTAQUET R,North Berwick,BROOK TROUT,300,10
1712,York,2024-05-03,WORSTER B,Berwick,BROOK TROUT,200,10
1713,York,2024-05-07,CASCADE FALLS B,Saco,BROOK TROUT,200,10
1714,York,2024-05-07,GREEN B,Wells,BROOK TROUT,100,10
1715,York,2024-05-07,JOSIAS R,York,BROOK TROUT,150,10
1716,York,2024-05-07,MERRILAND R,Wells,BROOK TROUT,300,10
1717,York,2024-05-07,MILLIKEN MILLS P,Old Orchard Beach,BROOK TROUT,200,10
1718,York,2024-05-07,MOUSAM R,Kennebunk,BROOK TROUT,300,10
1719,York,2024-05-07,NONESUCH R,Saco,BROOK TROUT,100,10
1720,York,2024-05-07,OGUNQUIT R,Wells,BROOK TROUT,300,10
1721,York,2024-05-07,SMELT B,York,BROOK TROUT,100,10
1722,York,2024-05-07,WEST B,Wells,BROOK TROUT,150,10
1723,York,2024-05-07,YORK R,Eliot,BROOK TROUT,200,10
1724,York,2024-05-08,GREAT WORKS R,South Berwick,BROOK TROUT,100,10
1725,York,2024-05-08,KITTERY CLUB P,Kittery,BROOK TROUT,100,10
1726,York,2024-05-08,LEAVITT B,Limerick,BROOK TROUT,100,10
1727,York,2024-05-08,LITTLE R,Berwick,BROOK TROUT,200,10
1728,York,2024-05-08,LITTLE R,Lebanon,BROOK TROUT,200,10
1729,York,2024-05-08,OSSIPEE R (LITTLE),Limerick,BROOK TROUT,275,10
1730,York,2024-05-08,OSSIPEE R (LITTLE),Newfield,BROOK TROUT,100,10
1731,York,2024-05-08,OSSIPEE R (LITTLE),Shapleigh,BROOK TROUT,100,10
1732,York,2024-05-08,SOUTH R,Parsonsfield,BROOK TROUT,150,10
1733,York,2024-05-08,TOWN OFFICE (MEMORIAL) P,Hollis,BROOK TROUT,200,10
1734,York,2024-05-09,LITTLE R,Buxton,BROOK TROUT,950,10
1735,York,2024-05-09,SACO R,Buxton,BROOK TROUT,500,10
1736,York,2024-05-10,BROWN B,Limerick,BROWN TROUT,200,10
1737,York,2024-05-10,DEER P,Hollis,BROWN TROUT,100,10
1738,York,2024-05-10,GREAT WORKS R,North Berwick,BROWN TROUT,800,10
1739,York,2024-05-10,GREAT WORKS R,South Berwick,BROWN TROUT,300,10
1740,York,2024-05-10,HORNE (PEQUAWKET) P,Limington,BROWN TROUT,150,10
1741,York,2024-05-13,KENNEBUNK R,Kennebunk,BROWN TROUT,800,9
1742,York,2024-05-13,LITTLE R,Berwick,BROWN TROUT,400,9
1743,York,2024-05-13,MERRILAND R,Wells,BROWN TROUT,1150,9
1744,York,2024-05-13,MOUSAM R,Kennebunk,BROWN TROUT,500,9
1745,York,2024-05-13,OGUNQUIT R,Wells,BROWN TROUT,600,9
1746,York,2024-05-15,LITTLE R,Lebanon,BROWN TROUT,700,9
1747,York,2024-05-15,MOUSAM R,Sanford,BROWN TROUT,900,9
1748,York,2024-05-15,MOUSAM R,Shapleigh,BROWN TROUT,300,9
1749,York,2024-05-20,ELL (L) P,Wells,RAINBOW TROUT,160,11
1750,York,2024-05-20,WARREN P,South Berwick,RAINBOW TROUT,200,11
1751,York,2024-05-24,WILCOX P,Biddeford,BROOK TROUT,100,10
1752,York,2024-05-29,WILSON L,Acton,BROWN TROUT,300,9
1753,York,2024-06-07,GREAT WORKS R,North Berwick,BROOK TROUT,150,10
1754,York,2024-10-08,MOUSAM R,Kennebunk,BROWN TROUT,1200,12
1755,York,2024-10-11,LONG P,Parsonsfield,BROOK TROUT,250,12
1756,York,2024-10-15,ADAMS P (ROCK HAVEN),Newfield,BROOK TROUT,250,12
1757,York,2024-10-15,MOOSE P,Acton,BROOK TROUT,50,12
1758,York,2024-10-15,MOUSAM L,Shapleigh,BROOK TROUT,375,12
1759,York,2024-10-15,OSSIPEE L (LITTLE),Waterboro,BROOK TROUT,400,12
1760,York,2024-10-15,SYMMES P,Newfield,BROOK TROUT,100,12
1761,York,2024-10-15,WILSON L,Acton,BROOK TROUT,250,12
1762,York,2024-10-16,DEER P,Hollis,BROOK TROUT,600,8
1763,York,2024-10-16,DEER P,Hollis,BROOK TROUT,100,12
1764,York,2024-10-16,KENNEBUNK P,Lyman,BROOK TROUT,300,12
1765,York,2024-10-16,KNIGHT P,South Berwick,BROOK TROUT,750,8
1766,York,2024-10-16,KNIGHT P,South Berwick,BROOK TROUT,200,12
1767,York,2024-10-16,MOUSAM L,Shapleigh,BROWN TROUT,1170,12
1768,York,2024-10-16,PARKER (BARKER) P,Lyman,BROOK TROUT,750,8
1769,York,2024-10-16,PARKER (BARKER) P,Lyman,BROOK TROUT,100,12
1770,York,2024-10-16,ROUND P,Lyman,BROOK TROUT,300,8
1771,York,2024-10-16,ROUND P,Lyman,BROOK TROUT,50,12
1772,York,2024-10-16,YORK P,Eliot,BROOK TROUT,200,12
1773,York,2024-10-17,ALEWIFE P,Kennebunk,BROOK TROUT,50,12
1774,York,2024-10-17,HORNE (PEQUAWKET) P,Limington,BROOK TROUT,50,12
1775,York,2024-10-17,LITTLEFIELD P,Sanford,BROOK TROUT,550,8
1776,York,2024-10-17,LITTLEFIELD P,Sanford,BROOK TROUT,75,12
1777,York,2024-10-17,MOUSAM R,Kennebunk,BROOK TROUT,100,12
1778,York,2024-10-17,MOUSAM R,Sanford,BROOK TROUT,150,12
1779,York,2024-10-17,MOUSAM R,Shapleigh,BROOK TROUT,50,12
1780,York,2024-10-17,SACO R,Buxton,BROOK TROUT,150,12
1781,York,2024-10-17,SACO R,Dayton,BROOK TROUT,150,12
1782,York,2024-10-21,LONG P,Parsonsfield,BROWN TROUT,300,12
1783,York,2024-10-21,OGUNQUIT R,Wells,BROWN TROUT,400,12
1784,York,2024-10-21,SQUARE P,Shapleigh,BROWN TROUT,500,12
1785,York,2024-10-21,STEVENS B,Wells,BROWN TROUT,800,12
1786,York,2024-10-22,KENNEBUNK P,Lyman,BROWN TROUT,150,12
1787,York,2024-10-22,KENNEBUNK P,Lyman,RAINBOW TROUT,200,14
1788,York,2024-10-29,MOUSAM L,Shapleigh,L.L. SALMON,200,12
1789,York,2024-10-29,OSSIPEE L (LITTLE),Waterboro,L.L. SALMON,200,12
1790,York,2024-10-31,ALEWIFE P,Kennebunk,BROOK TROUT,10,17
1791,York,2024-11-01,DEER P,Hollis,BROWN TROUT,50,12
1792,York,2024-11-01,HORNE (PEQUAWKET) P,Limington,BROWN TROUT,75,12
1793,York,2024-11-01,WILSON L,Acton,BROWN TROUT,100,12
1794,York,2024-11-08,KENNEBUNK P,Lyman,BROOK TROUT,15,19
1795,York,2024-11-08,KNIGHT P,South Berwick,BROOK TROUT,15,19
1796,York,2024-11-08,MOUSAM L,Shapleigh,BROOK TROUT,20,19
1797,York,2024-11-08,OSSIPEE L (LITTLE),Waterboro,BROOK TROUT,25,19
1798,York,2024-11-08,PARKER (BARKER) P,Lyman,BROOK TROUT,15,19
1799,York,2024-11-08,SYMMES P,Newfield,BROOK TROUT,15,19
1800,York,2024-11-08,WILSON L,Acton,BROOK TROUT,15,19
1801,York,2024-11-20,LONG P,Parsonsfield,BROOK TROUT,15,19
1802,York,2024-11-20,SACO R,Buxton,BROOK TROUT,50,12
1803,York,2024-11-28,MOUSAM R,Sanford,BROWN TROUT,13,18
1804,York,2024-11-28,OGUNQUIT R,Wells,BROWN TROUT,13,18
1805,York,2024-11-28,WILSON L,Acton,BROWN TROUT,17,18
1806,York,2024-12-02,KENNEBUNK P,Lyman,RAINBOW TROUT,25,20
1807,York,2024-12-02,OSSIPEE L (LITTLE),Waterboro,RAINBOW TROUT,50,20
1808,York,2024-12-03,HORNE (PEQUAWKET) P,Limington,BROWN TROUT,50,18
1809,York,2024-12-03,MOUSAM L,Shapleigh,L.L. SALMON,40,20
1810,York,2024-12-03,MOUSAM R,Kennebunk,BROWN TROUT,50,18
1811,York,2024-12-03,MOUSAM R,Sanford,BROWN TROUT,20,18
1812,York,2024-12-03,MOUSAM R,Shapleigh,BROWN TROUT,20,18
1813,York,2024-12-03,OSSIPEE L (LITTLE),Waterboro,L.L. SALMON,20,20
