Date,Water,City,Species,Qty,Size (inch)
10/22/2024,ROCKY P,ROCKPORT,BROOK TROUT,250,7
11/21/2024,ROCKY P,ROCKPORT,BROOK TROUT,500,8
4/17/2024,SAINT GEORGE R,APPLETON,BROOK TROUT,150,15
4/17/2024,SAINT GEORGE R,UNION,BROOK TROUT,150,15
4/17/2024,SAINT GEORGE R,APPLETON,BROWN TROUT,150,14
4/17/2024,SAINT GEORGE R,UNION,BROWN TROUT,150,14
5/7/2024,SAINT GEORGE R,UNION,BROWN TROUT,750,9
5/10/2024,SAINT GEORGE R,APPLETON,BROOK TROUT,600,10
5/10/2024,SAINT GEORGE R,WARREN,BROWN TROUT,400,9
5/24/2024,SAINT GEORGE R,APPLETON,BROOK TROUT,240,10
5/24/2024,SAINT GEORGE R,UNION,BROOK TROUT,240,10
5/28/2024,SAINT GEORGE R,APPLETON,BROWN TROUT,120,9
5/28/2024,SAINT GEORGE R,UNION,BROWN TROUT,120,9
10/12/2024,SENNEBEC P,APPLETON,BROOK TROUT,250,13
10/12/2024,SEVEN TREE P,UNION,BROOK TROUT,350,13
11/6/2024,TOLMAN P,ROCKPORT,BROOK TROUT,200,13
4/2/2024,ADAMS P,BOOTHBAY,BROOK TROUT,250,10
10/29/2024,BISCAY P,BREMEN,BROOK TROUT,400,13
10/29/2024,BISCAY P,BREMEN,BROWN TROUT,350,12
10/10/2024,DAMARISCOTTA L,JEFFERSON,BROWN TROUT,1000,12
10/29/2024,KALERS P,WALDOBORO,BROOK TROUT,350,13
10/29/2024,KALERS P,WALDOBORO,BROWN TROUT,100,12
5/8/2024,KNICKERBOCKER P,BOOTHBAY,BROOK TROUT,200,10
5/10/2024,KNICKERBOCKER P,BOOTHBAY,RAINBOW TROUT,200,11
10/24/2024,KNICKERBOCKER P,BOOTHBAY,BROOK TROUT,300,13
4/29/2024,LITTLE P,DAMARISCOTTA,BROOK TROUT,500,10
10/29/2024,MCCURDY P,BREMEN,BROWN TROUT,250,12
5/7/2024,MEDOMAK P (LITTLE),WALDOBORO,BROOK TROUT,200,10
11/1/2024,MEDOMAK P (LITTLE),WALDOBORO,BROOK TROUT,100,13
11/1/2024,MEDOMAK P (LITTLE),WALDOBORO,BROWN TROUT,100,12
4/17/2024,MEDOMAK R,WALDOBORO,BROOK TROUT,350,15
4/17/2024,MEDOMAK R,WALDOBORO,BROWN TROUT,400,14
5/7/2024,MEDOMAK R,WALDOBORO,BROOK TROUT,1200,10
5/7/2024,MEDOMAK R,WALDOBORO,BROWN TROUT,250,9
5/24/2024,MEDOMAK R,WALDOBORO,BROOK TROUT,480,10
5/28/2024,MEDOMAK R,WALDOBORO,BROWN TROUT,240,9
5/8/2024,MONTSWEAG B,WISCASSET,BROOK TROUT,400,10
4/29/2024,PEMAQUID P,DAMARISCOTTA,BROWN TROUT,750,9
11/1/2024,PEMAQUID P,DAMARISCOTTA,BROOK TROUT,200,13
11/1/2024,PEMAQUID P,NOBLEBORO,BROOK TROUT,200,13
4/16/2024,PEMAQUID R,BRISTOL,BROOK TROUT,100,15
4/16/2024,PEMAQUID R,BRISTOL,BROOK TROUT,400,10
5/6/2024,PEMAQUID R,BRISTOL,BROOK TROUT,400,10
5/6/2024,PEMAQUID R,BRISTOL,BROWN TROUT,200,9
11/7/2024,PEMAQUID R,BRISTOL,BROWN TROUT,150,12
11/8/2024,PEMAQUID R,BRISTOL,BROWN TROUT,150,12
5/16/2024,PETERS (GROSS) P,WALDOBORO,BROOK TROUT,200,10
10/30/2024,PINKHAM P,ALNA,BROOK TROUT,200,13
5/8/2024,POLY CLARK B,WISCASSET,BROOK TROUT,100,10
5/6/2024,ROSS P,BRISTOL,BROOK TROUT,250,10
11/6/2024,ROSS P,BRISTOL,BROOK TROUT,300,8
11/6/2024,ROSS P,BRISTOL,BROOK TROUT,200,13
5/6/2024,THOMPSON'S ICE P,SOUTH BRISTOL,BROOK TROUT,100,10
11/5/2024,THOMPSON'S ICE P,SOUTH BRISTOL,BROOK TROUT,250,8
11/5/2024,THOMPSON'S ICE P,SOUTH BRISTOL,BROOK TROUT,50,13
5/16/2024,UPPER P,BRISTOL,BROOK TROUT,100,10
5/14/2024,WALDOBORO QUARRY P,WALDOBORO,BROOK TROUT,200,10
5/8/2024,WILEY P,BOOTHBAY,BROOK TROUT,250,10
10/24/2024,WILEY P,BOOTHBAY,BROOK TROUT,600,7
10/24/2024,WILEY P,BOOTHBAY,BROOK TROUT,100,13
10/2/2024,ABBOTTS P,SUMNER,BROOK TROUT,650,6
10/20/2024,ANASAGUNTICOOK L,CANTON,BROWN TROUT,500,12
11/29/2024,ANASAGUNTICOOK L,CANTON,BROWN TROUT,17,18
5/1/2024,ANDROSCOGGIN R,HANOVER,BROWN TROUT,2000,9
5/1/2024,ANDROSCOGGIN R,BETHEL,BROWN TROUT,600,9
5/6/2024,ANDROSCOGGIN R,RUMFORD,RAINBOW TROUT,675,11
5/15/2024,ANDROSCOGGIN R,GILEAD,BROWN TROUT,200,18
5/15/2024,ANDROSCOGGIN R,BETHEL,BROWN TROUT,150,18
5/16/2024,ANDROSCOGGIN R,GILEAD,RAINBOW TROUT,300,18
5/17/2024,ANDROSCOGGIN R,GILEAD,BROWN TROUT,300,9
5/17/2024,ANDROSCOGGIN R,BETHEL,BROWN TROUT,600,9
5/17/2024,ANDROSCOGGIN R,GILEAD,RAINBOW TROUT,1000,11
5/17/2024,ANDROSCOGGIN R,BETHEL,RAINBOW TROUT,700,11
5/20/2024,ANDROSCOGGIN R,HANOVER,BROOK TROUT,1000,10
5/21/2024,ANDROSCOGGIN R,MEXICO,RAINBOW TROUT,675,11
5/23/2024,ANDROSCOGGIN R,BETHEL,BROOK TROUT,300,10
5/23/2024,ANDROSCOGGIN R,GILEAD,BROOK TROUT,700,10
10/2/2024,ANDROSCOGGIN R,GILEAD,BROWN TROUT,250,12
10/2/2024,ANDROSCOGGIN R,BETHEL,BROWN TROUT,250,12
10/3/2024,ANDROSCOGGIN R,GILEAD,BROOK TROUT,375,12
10/3/2024,ANDROSCOGGIN R,BETHEL,BROOK TROUT,375,12
10/3/2024,ANDROSCOGGIN R,RUMFORD,BROWN TROUT,125,12
10/3/2024,ANDROSCOGGIN R,MEXICO,BROWN TROUT,125,12
10/10/2024,ANDROSCOGGIN R,RUMFORD,BROOK TROUT,125,12
10/10/2024,ANDROSCOGGIN R,MEXICO,BROOK TROUT,125,12
12/2/2024,ANDROSCOGGIN R,GILEAD,RAINBOW TROUT,75,20
4/19/2024,ANDROSCOGGIN R (LITTLE),WEST PARIS,BROOK TROUT,600,10
4/19/2024,ANDROSCOGGIN R (LITTLE),GREENWOOD,BROOK TROUT,400,10
4/25/2024,ANDROSCOGGIN R (LITTLE),OXFORD,BROWN TROUT,260,9
4/25/2024,ANDROSCOGGIN R (LITTLE),OXFORD,RAINBOW TROUT,260,11
5/3/2024,ANDROSCOGGIN R (LITTLE),GREENWOOD,BROOK TROUT,400,10
5/3/2024,ANDROSCOGGIN R (LITTLE),WEST PARIS,BROOK TROUT,600,10
5/8/2024,ANDROSCOGGIN R (LITTLE),GREENWOOD,BROWN TROUT,600,9
5/8/2024,ANDROSCOGGIN R (LITTLE),OXFORD,BROWN TROUT,300,10
5/8/2024,ANDROSCOGGIN R (LITTLE),PARIS,BROWN TROUT,300,10
5/8/2024,ANDROSCOGGIN R (LITTLE),WEST PARIS,BROWN TROUT,150,9
5/8/2024,ANDROSCOGGIN R (LITTLE),WEST PARIS,BROWN TROUT,600,10
5/14/2024,ANDROSCOGGIN R (LITTLE),OXFORD,BROWN TROUT,360,9
5/14/2024,ANDROSCOGGIN R (LITTLE),OXFORD,RAINBOW TROUT,260,11
6/7/2024,ANDROSCOGGIN R (LITTLE),GREENWOOD,BROOK TROUT,1332,3
6/7/2024,ANDROSCOGGIN R (LITTLE),GREENWOOD,BROOK TROUT,6666,4
6/7/2024,ANDROSCOGGIN R (LITTLE),WEST PARIS,BROOK TROUT,666,3
6/7/2024,ANDROSCOGGIN R (LITTLE),WEST PARIS,BROOK TROUT,3333,4
10/3/2024,ANDROSCOGGIN R (LITTLE),OXFORD,RAINBOW TROUT,100,14
4/19/2024,AUNT HANNAH B,DIXFIELD,BROOK TROUT,100,10
5/21/2024,AUNT HANNAH B,DIXFIELD,BROOK TROUT,100,10
9/27/2024,AZISCOHOS P,MAGALLOWAY PLT,BROOK TROUT,500,6
5/16/2024,B POND,UPTON,L.L. SALMON,350,7
4/24/2024,BACK P (5 KEZARS),STONEHAM,BROOK TROUT,200,9
4/24/2024,BEAR P,WATERFORD,BROOK TROUT,400,9
5/30/2024,BEAR P,WATERFORD,L.L. SALMON,50,8
10/23/2024,BEAR P,WATERFORD,SPLAKE,200,13
9/27/2024,BEAVER P (LITTLE),MAGALLOWAY PLT,BROOK TROUT,1500,6
10/11/2024,BICKFORD P,PORTER,BROOK TROUT,50,12
10/21/2024,BICKFORD P,PORTER,BROWN TROUT,300,12
11/20/2024,BICKFORD P,PORTER,BROOK TROUT,15,19
5/31/2024,BRADLEY P,LOVELL,BROWN TROUT,100,9
11/17/2024,BRADLEY P,LOVELL,BROWN TROUT,50,12
10/3/2024,BROKEN,BRIDGE P ALBANY TWP,BROOK TROUT,300,6
4/17/2024,BRYANT P,WOODSTOCK,SPLAKE,325,10
4/24/2024,BRYANT P,WOODSTOCK,BROOK TROUT,500,9
5/30/2024,BRYANT P,WOODSTOCK,L.L. SALMON,100,8
10/8/2024,BRYANT P,WOODSTOCK,BROOK TROUT,300,12
5/1/2024,BUNGANOCK B,HARTFORD,BROWN TROUT,500,9
5/29/2024,BURNT MEADOW P,BROWNFIELD,BROWN TROUT,100,9
10/11/2024,BURNT MEADOW P,BROWNFIELD,BROOK TROUT,150,12
11/17/2024,BURNT MEADOW P,BROWNFIELD,BROWN TROUT,50,12
4/23/2024,CHAPMAN P,PORTER,BROOK TROUT,150,10
4/23/2024,CLAYS P,FRYEBURG,BROOK TROUT,300,10
5/18/2024,CLAYS P,FRYEBURG,BROWN TROUT,100,9
11/17/2024,CLAYS P,FRYEBURG,BROWN TROUT,50,12
11/18/2024,CLAYS P,FRYEBURG,BROOK TROUT,100,12
4/23/2024,CLAYS P,OUTLET FRYEBURG,BROOK TROUT,250,10
10/11/2024,CLEMONS P (BIG),HIRAM,BROOK TROUT,150,12
4/23/2024,CLEMONS P (LITTLE),HIRAM,BROOK TROUT,150,10
10/11/2024,CLEMONS P (LITTLE),HIRAM,BROOK TROUT,400,8
10/11/2024,CLEMONS P (LITTLE),HIRAM,BROOK TROUT,100,12
10/29/2024,COLCORD P,PORTER,L.L. SALMON,100,12
5/19/2024,COLD R,STOW,BROOK TROUT,450,10
5/19/2024,COLD R,STOW,BROWN TROUT,400,9
10/2/2024,CONCORD P (LITTLE),WOODSTOCK,BROOK TROUT,600,6
4/30/2024,CONCORD R,RUMFORD,BROWN TROUT,1000,9
4/30/2024,CONCORD R,MILTON TWP,BROWN TROUT,500,9
6/3/2024,CONSERVATION CAMP P,WOODSTOCK,BROOK TROUT,100,10
6/5/2024,CONSERVATION CAMP P,WOODSTOCK,BROOK TROUT,100,10
10/3/2024,CROCKER P,ALBANY TWP,BROOK TROUT,15,12
10/3/2024,CROCKER P,ALBANY TWP,BROOK TROUT,200,8
4/24/2024,CUSHMAN P,LOVELL,BROOK TROUT,300,9
10/2/2024,CUSHMAN P,SUMNER,BROOK TROUT,600,6
9/25/2024,ELLIS (ROXBURY) P,ROXBURY,BROOK TROUT,1450,12
11/18/2024,ELLIS (ROXBURY) P,ROXBURY,BROOK TROUT,50,17
5/13/2024,ELLIS P (LITTLE),BYRON,BROOK TROUT,500,10
5/13/2024,ELLIS P (LITTLE),BYRON,L.L. SALMON,50,7
10/15/2024,ELLIS P (LITTLE),BYRON,BROOK TROUT,4000,7
5/14/2024,ELLIS R,ANDOVER,BROOK TROUT,400,9
5/14/2024,ELLIS R,RUMFORD,BROOK TROUT,400,9
5/14/2024,ELLIS R (WEST BRANCH),ANDOVER,BROOK TROUT,400,9
6/5/2024,FOREST P,CANTON,RAINBOW TROUT,200,11
9/27/2024,GOODWIN P,ADAMSTOWN TWP,BROOK TROUT,150,6
5/4/2024,GREELEY B,OTISFIELD,BROOK TROUT,150,9
5/4/2024,GREELEY B,OXFORD,BROOK TROUT,150,9
4/2/2024,HALLS P,PARIS,BROOK TROUT,300,10
5/31/2024,HALLS P,PARIS,BROWN TROUT,50,9
10/8/2024,HALLS P,PARIS,BROOK TROUT,750,8
10/8/2024,HALLS P,PARIS,BROOK TROUT,100,12
11/6/2024,HALLS P,PARIS,BROOK TROUT,15,17
11/6/2024,HALLS P,PARIS,BROWN TROUT,50,12
11/29/2024,HALLS P,PARIS,BROWN TROUT,33,18
5/20/2024,HANCOCK B,HIRAM,BROOK TROUT,125,10
10/4/2024,HANCOCK P,DENMARK,BROWN TROUT,1000,12
6/5/2024,HORSESHOE P,LOVELL,BROOK TROUT,200,10
11/17/2024,HORSESHOE P,LOVELL,BROWN TROUT,150,12
10/4/2024,HUTCHINSON P,ALBANY TWP,BROOK TROUT,200,12
10/18/2024,HUTCHINSON P,ALBANY TWP,BROWN TROUT,200,12
4/17/2024,INDIAN P,GREENWOOD,SPLAKE,300,10
4/23/2024,INDIAN P,GREENWOOD,BROOK TROUT,500,10
4/24/2024,KEEWAYDIN L,STONEHAM,BROOK TROUT,400,9
10/4/2024,KEEWAYDIN L,STONEHAM,BROOK TROUT,250,12
10/22/2024,KEEWAYDIN L,STONEHAM,L.L. SALMON,100,12
11/22/2024,KEEWAYDIN L,STONEHAM,L.L. SALMON,20,18
10/8/2024,KEOKA L,WATERFORD,BROOK TROUT,600,12
10/22/2024,KEOKA L,WATERFORD,L.L. SALMON,120,12
11/22/2024,KEOKA L,WATERFORD,L.L. SALMON,30,18
10/11/2024,KEYES P,SWEDEN,BROOK TROUT,300,12
5/17/2024,KEZAR L,LOVELL,L.L. SALMON,400,8
5/16/2024,LINCOLN P,PARKERTOWN TWP,BROOK TROUT,1200,10
4/2/2024,LONG P,DENMARK,BROOK TROUT,300,10
5/2/2024,LOVEWELL P,FRYEBURG,BROWN TROUT,1100,9
11/1/2024,LOVEWELL P,FRYEBURG,BROWN TROUT,250,12
5/16/2024,MOOSE P,WATERFORD,BROOK TROUT,500,10
10/2/2024,MOSQUITO P,ALBANY TWP,BROOK TROUT,75,6
4/26/2024,NEZINSCOT R (EAST BRANCH),BUCKFIELD,BROWN TROUT,500,9
4/26/2024,NEZINSCOT R (EAST BRANCH),HARTFORD,BROWN TROUT,1500,9
5/5/2024,NEZINSCOT R (EAST BRANCH),HARTFORD,BROWN TROUT,21000,2
5/8/2024,NEZINSCOT R (EAST BRANCH),SUMNER,BROOK TROUT,500,10
5/8/2024,NEZINSCOT R (EAST BRANCH),PERU,BROOK TROUT,250,10
5/24/2024,NEZINSCOT R (EAST BRANCH),BUCKFIELD,BROWN TROUT,8000,2
4/26/2024,NEZINSCOT R (WEST BRANCH),BUCKFIELD,BROWN TROUT,2000,9
5/24/2024,NEZINSCOT R (WEST BRANCH),BUCKFIELD,BROWN TROUT,32000,2
5/31/2024,NORTH P,WOODSTOCK,BROWN TROUT,275,9
10/2/2024,NORTH P,SUMNER,BROOK TROUT,250,12
11/6/2024,NORTH P,WOODSTOCK,BROWN TROUT,100,12
4/24/2024,OSSIPEE R,HIRAM,BROOK TROUT,470,10
4/30/2024,OSSIPEE R,HIRAM,BROWN TROUT,1640,9
5/8/2024,OSSIPEE R,HIRAM,BROOK TROUT,470,10
10/2/2024,OVERSET P,GREENWOOD,BROOK TROUT,300,6
5/30/2024,PENNESSEEWASSEE L,NORWAY,BROOK TROUT,75,10
10/1/2024,PENNESSEEWASSEE L,NORWAY,RAINBOW TROUT,1850,14
10/22/2024,PENNESSEEWASSEE L,NORWAY,L.L. SALMON,200,12
11/22/2024,PENNESSEEWASSEE L,NORWAY,L.L. SALMON,40,18
11/27/2024,PENNESSEEWASSEE L,NORWAY,RAINBOW TROUT,50,20
4/26/2024,PENNESSEEWASSEE L,OUTLET NORWAY,BROOK TROUT,100,9
5/4/2024,PENNESSEEWASSEE L,OUTLET NORWAY,BROOK TROUT,100,9
4/26/2024,PENNESSEEWASSEE P (LITTLE),NORWAY,BROOK TROUT,300,9
10/8/2024,PENNESSEEWASSEE P (LITTLE),NORWAY,BROOK TROUT,700,8
10/8/2024,PENNESSEEWASSEE P (LITTLE),NORWAY,BROOK TROUT,200,12
10/18/2024,PENNESSEEWASSEE P (LITTLE),NORWAY,BROWN TROUT,100,12
10/8/2024,PEPPERPOT P,ADAMSTOWN TWP,BROOK TROUT,100,12
6/4/2024,PLEASANT L,OTISFIELD,L.L. SALMON,400,8
5/3/2024,RICHARDSON LAKES,TOWNSHIP C,BROOK TROUT,2000,10
5/7/2024,RICHARDSON LAKES,RICHARDSONTOWN TWP,BROOK TROUT,3200,10
10/17/2024,RICHARDSON LAKES,RICHARDSONTOWN TWP,L.L. SALMON,800,14
10/24/2024,RICHARDSON LAKES,TOWNSHIP C,L.L. SALMON,380,14
5/16/2024,RICHARDSON P (LOWER EAST),ADAMSTOWN TWP,BROOK TROUT,300,10
5/16/2024,RICHARDSON P (UPPER EAST),ADAMSTOWN TWP,BROOK TROUT,500,10
5/22/2024,RICHARDSON P (WEST),ADAMSTOWN TWP,BROOK TROUT,750,10
4/23/2024,ROUND P,FRYEBURG,BROOK TROUT,150,10
4/25/2024,SACO R,HIRAM,BROOK TROUT,200,10
4/25/2024,SACO R,FRYEBURG,BROOK TROUT,150,10
5/2/2024,SACO R,HIRAM,BROWN TROUT,300,9
5/9/2024,SACO R,HIRAM,BROOK TROUT,200,10
5/9/2024,SACO R,FRYEBURG,BROOK TROUT,150,10
10/11/2024,SAND (WALDEN) P,DENMARK,BROWN TROUT,300,12
4/17/2024,SHAGG P,WOODSTOCK,SPLAKE,150,10
4/23/2024,SHAGG P,WOODSTOCK,BROOK TROUT,500,10
10/4/2024,SONGO P,ALBANY TWP,BROOK TROUT,150,12
10/21/2024,SONGO P,ALBANY TWP,L.L. SALMON,70,12
11/22/2024,SONGO P,ALBANY TWP,L.L. SALMON,30,18
4/30/2024,SPEARS STREAM,PERU,BROWN TROUT,600,9
5/4/2024,SPEARS STREAM,PERU,BROOK TROUT,200,9
9/27/2024,SPECK P,GRAFTON TWP,BROOK TROUT,400,6
10/2/2024,SPECK P #2,NORWAY,BROOK TROUT,150,6
4/3/2024,STANLEY P,HIRAM,RAINBOW TROUT,950,10
11/20/2024,STANLEY P,HIRAM,BROOK TROUT,10,19
12/2/2024,STANLEY P,HIRAM,RAINBOW TROUT,25,20
10/8/2024,STEARNS P,SWEDEN,BROWN TROUT,250,12
10/17/2024,STURTEVANT P,MAGALLOWAY PLT,L.L. SALMON,200,14
5/20/2024,SUNDAY R,NEWRY,BROOK TROUT,800,10
4/19/2024,SWIFT R,BYRON,BROOK TROUT,400,10
4/30/2024,SWIFT R,BYRON,BROWN TROUT,200,9
4/30/2024,SWIFT R,ROXBURY,BROWN TROUT,200,9
4/30/2024,SWIFT R,BYRON,RAINBOW TROUT,150,11
4/30/2024,SWIFT R,ROXBURY,RAINBOW TROUT,150,11
6/4/2024,THOMPSON L,OTISFIELD,L.L. SALMON,750,8
10/2/2024,TROUT P,MASON TWP,BROOK TROUT,400,6
4/30/2024,TWITCHELL B,GREENWOOD,BROWN TROUT,600,9
10/4/2024,TWITCHELL P,GREENWOOD,BROOK TROUT,150,12
10/22/2024,TWITCHELL P,GREENWOOD,BROWN TROUT,150,12
10/4/2024,VIRGINIA L,STONEHAM,BROOK TROUT,300,12
10/3/2024,WASHBURN P,WOODSTOCK,BROOK TROUT,250,6
5/4/2024,WHITNEY B,CANTON,BROOK TROUT,100,9
5/10/2024,WILD R,BATCHELDERS GRANT T,BROOK TROUT,250,10
5/10/2024,WILD R,GILEAD,BROOK TROUT,750,10
6/3/2024,WILD R,BATCHELDERS GRANT T,BROOK TROUT,750,10
6/3/2024,WILD R,GILEAD,BROOK TROUT,250,10
6/5/2024,WORTHLEY P,PERU,RAINBOW TROUT,900,11
10/12/2024,WORTHLEY P,PERU,BROWN TROUT,400,12
10/18/2024,WORTHLEY P,PERU,BROOK TROUT,300,12
11/18/2024,WORTHLEY P,PERU,BROOK TROUT,15,19
12/1/2024,WORTHLEY P,PERU,RAINBOW TROUT,25,20
10/15/2024,BREWER L,ORRINGTON,L.L. SALMON,175,13
11/20/2024,BREWER L,ORRINGTON,L.L. SALMON,92,15
4/9/2024,BURLINGTON FIRE P,BURLINGTON,BROOK TROUT,55,10
5/14/2024,BURLINGTON FIRE P,BURLINGTON,BROOK TROUT,55,10
9/23/2024,CARRY P,T8 R7 WELS,BROOK TROUT,200,8
5/7/2024,CEDAR L,T3 R9 NWP,L.L. SALMON,150,7
11/1/2024,CEDAR L,T3 R9 NWP,L.L. SALMON,55,18
11/8/2024,CEDAR L,T3 R9 NWP,SPLAKE,300,13
5/2/2024,COLD STREAM,ENFIELD,BROOK TROUT,200,10
5/14/2024,COLD STREAM,ENFIELD,BROOK TROUT,110,10
5/21/2024,COLD STREAM,ENFIELD,BROOK TROUT,100,10
5/29/2024,COLD STREAM,ENFIELD,BROOK TROUT,100,10
6/5/2024,COLD STREAM,ENFIELD,BROOK TROUT,17380,2
1/2/2024,COLD STREAM P,ENFIELD,BROOK TROUT,200,14
4/9/2024,COLD STREAM P,ENFIELD,BROOK TROUT,400,10
4/24/2024,COLD STREAM P,ENFIELD,BROOK TROUT,800,10
4/24/2024,COLD STREAM P,ENFIELD,L.L. SALMON,1125,7
10/2/2024,COLD STREAM P,ENFIELD,BROOK TROUT,350,13
10/4/2024,COLD STREAM P,ENFIELD,BROOK TROUT,700,13
4/9/2024,COLD STREAM P (UPPER),LINCOLN,BROOK TROUT,250,10
4/24/2024,COLD STREAM P (UPPER),LINCOLN,BROOK TROUT,250,10
4/24/2024,COLD STREAM P (UPPER),LINCOLN,L.L. SALMON,320,7
10/7/2024,COLD STREAM P (UPPER),LINCOLN,BROOK TROUT,400,13
5/9/2024,DAVIS (WAPITI) P,T5 R7 WELS,BROOK TROUT,300,10
4/9/2024,EDWARDS FAMILY KIDS FISHING P,LINCOLN,BROOK TROUT,150,10
5/14/2024,EDWARDS FAMILY KIDS FISHING P,LINCOLN,BROOK TROUT,150,10
10/7/2024,EDWARDS FAMILY KIDS FISHING P,LINCOLN,BROOK TROUT,125,13
11/6/2024,EDWARDS FAMILY KIDS FISHING P,LINCOLN,BROOK TROUT,125,14
11/6/2024,EDWARDS FAMILY KIDS FISHING P,LINCOLN,BROOK TROUT,20,18
5/22/2024,ENDLESS L,T3 R9 NWP,L.L. SALMON,300,7
11/5/2024,ENDLESS L,T3 R9 NWP,SPLAKE,400,13
10/23/2024,ETNA P,ETNA,BROOK TROUT,350,13
4/18/2024,FITTS P,CLIFTON,SPLAKE,400,9
11/21/2024,FLATIRON P,T3 R9 NWP,BROOK TROUT,250,13
5/30/2024,GILES P,PATTEN,BROOK TROUT,200,10
9/23/2024,GREEN MOUNTAIN P,T6 R6 WELS,BROOK TROUT,200,8
5/3/2024,HAY L,T6 R8 WELS,BROOK TROUT,400,10
10/1/2024,HAY L,T6 R8 WELS,BROOK TROUT,200,13
10/1/2024,HAY L,T6 R8 WELS,L.L. SALMON,160,12
10/23/2024,HERMON P,HERMON,BROOK TROUT,500,13
6/13/2024,IRELAND P,T7 R8 WELS,BROOK TROUT,100,4
5/1/2024,JERRY P,MILLINOCKET,BROOK TROUT,500,10
9/27/2024,JERRY P,MILLINOCKET,BROOK TROUT,500,13
10/24/2024,JERRY P,MILLINOCKET,BROOK TROUT,50,13
11/7/2024,JERRY P,MILLINOCKET,BROOK TROUT,40,18
4/22/2024,KENDUSKEAG STREAM,BANGOR,BROOK TROUT,1000,10
9/23/2024,LUNKSOOS L,T4 R7 WELS,BROOK TROUT,1200,8
5/1/2024,MATTAGODUS STREAM,SPRINGFIELD,BROOK TROUT,250,10
5/15/2024,MILLIMAGASSETT L,T7 R8 WELS,LAKE TROUT,700,6
5/7/2024,MILLINOCKET L,T1 R8 WELS,L.L. SALMON,1280,7
5/1/2024,MILLINOCKET STREAM T1,R8 WELS,BROOK TROUT,700,10
10/11/2024,MILLINOCKET STREAM T1,R8 WELS,BROOK TROUT,300,13
1/2/2024,MUD P,OLD TOWN,BROOK TROUT,180,14
10/22/2024,MUD P,OLD TOWN,BROOK TROUT,650,13
11/18/2024,MUD P,OLD TOWN,BROOK TROUT,65,14
11/18/2024,MUD P,OLD TOWN,BROOK TROUT,60,18
12/4/2024,MUD P,OLD TOWN,BROOK TROUT,320,13
5/29/2024,PASSADUMKEAG R,LOWELL,BROOK TROUT,725,10
5/29/2024,PASSADUMKEAG R,GRAND FALLS TWP,BROOK TROUT,725,10
5/29/2024,PASSADUMKEAG R,GRAND FALLS TWP,BROOK TROUT,9975,2
9/24/2024,PEMADUMCOOK CHAIN L,T4 INDIAN PURCHASE TOWNSHIP,BROOK TROUT,900,13
10/24/2024,PEMADUMCOOK CHAIN L,T4 INDIAN PURCHASE TOWNSHIP,BROOK TROUT,150,13
4/10/2024,PENOBSCOT CLUB P,BREWER,BROOK TROUT,150,10
10/15/2024,PENOBSCOT CLUB P,BREWER,BROOK TROUT,50,13
10/15/2024,PENOBSCOT CLUB P,BREWER,BROOK TROUT,425,8
10/30/2024,PUFFERS P (ECHO L),DEXTER,BROOK TROUT,250,12
4/24/2024,ROCKY B,LINCOLN,BROOK TROUT,150,10
5/14/2024,ROCKY B,LINCOLN,BROOK TROUT,150,10
5/17/2024,ROUND P (LITTLE),LINCOLN,BROOK TROUT,300,10
11/18/2024,ROUND P (LITTLE),LINCOLN,BROOK TROUT,125,14
5/3/2024,SCRAGGLY L,T7 R8 WELS,BROOK TROUT,900,10
5/3/2024,SCRAGGLY L,T7 R8 WELS,L.L. SALMON,240,7
4/17/2024,SEBASTICOOK R (EAST BRANCH),NEWPORT,BROOK TROUT,275,10
4/17/2024,SEBASTICOOK R (EAST BRANCH),DEXTER,BROOK TROUT,110,10
4/17/2024,SEBASTICOOK R (EAST BRANCH),CORINNA,BROOK TROUT,275,10
5/2/2024,SEBOEIS STREAM SEBOEIS,PLT,BROOK TROUT,250,10
5/21/2024,SEBOEIS STREAM SEBOEIS,PLT,BROOK TROUT,250,10
5/3/2024,SHIN P (LOWER),MOUNT CHASE,BROOK TROUT,500,10
5/3/2024,SHIN P (LOWER),MOUNT CHASE,L.L. SALMON,200,7
10/7/2024,SHIN P (LOWER),MOUNT CHASE,BROOK TROUT,300,13
5/3/2024,SHIN P (UPPER),MOUNT CHASE,L.L. SALMON,25,7
10/7/2024,SHIN P (UPPER),MOUNT CHASE,BROOK TROUT,300,13
10/8/2024,SILVER (MATTAKEUNK) L,LEE,BROOK TROUT,700,13
10/11/2024,SMITH P,T3 INDIAN PURCHASE T,BROOK TROUT,250,13
10/24/2024,SMITH P,T3 INDIAN PURCHASE T,BROOK TROUT,25,13
4/26/2024,SOUADABSCOOK STREAM,HAMPDEN,BROOK TROUT,200,10
4/24/2024,STILLWATER R,OLD TOWN,BROOK TROUT,250,10
4/24/2024,STILLWATER R,ORONO,BROOK TROUT,250,10
5/14/2024,SYSLADOBSIS L (LO),LAKEVILLE,L.L. SALMON,1000,7
5/14/2024,SYSLADOBSIS L (UP),LAKEVILLE,L.L. SALMON,300,7
5/15/2024,TROUT P,SOLDIERTOWN TWP T2,BROOK TROUT,350,10
5/17/2024,TROUT P,LOWELL,BROOK TROUT,410,10
10/9/2024,UPPER P,LINCOLN,BROOK TROUT,400,13
11/21/2024,UPPER P,LINCOLN,BROOK TROUT,30,18
4/17/2024,WASSOOKEAG L,DEXTER,BROOK TROUT,500,10
