Date,Water,City,Species,Qty,Size (inch)
5/20/2024,WOOD P (LITTLE BIG),DENNISTOWN PLT,SPLAKE,500,9
6/10/2024,WYMAN L,MOSCOW,SPLAKE,650,10
10/9/2024,WYMAN L,MOSCOW,SPLAKE,1400,13
4/25/2024,BOWLER (BELTON) P,PALERMO,BROOK TROUT,300,10
5/5/2024,DUTTON P,KNOX,BROOK TROUT,100,10
10/18/2024,DUTTON P,KNOX,BROOK TROUT,350,7
10/18/2024,DUTTON P,KNOX,BROOK TROUT,200,13
10/18/2024,DUTTON P,KNOX,BROWN TROUT,50,12
4/22/2024,GOOSE RIVER,BELFAST,BROOK TROUT,100,10
4/22/2024,GOOSE RIVER,SWANVILLE,BROOK TROUT,300,10
11/2/2024,GOOSE RIVER,BELFAST,BROOK TROUT,200,8
11/2/2024,GOOSE RIVER,SWANVILLE,BROOK TROUT,200,8
5/5/2024,HALFMOON P,PROSPECT,BROOK TROUT,200,10
11/2/2024,HALFMOON P,PROSPECT,BROOK TROUT,350,13
11/15/2024,KNIGHT P,NORTHPORT,BROOK TROUT,450,13
11/21/2024,KNIGHT P,NORTHPORT,BROOK TROUT,500,8
10/19/2024,LEVENSELLER P,SEARSMONT,BROOK TROUT,400,7
10/19/2024,LEVENSELLER P,SEARSMONT,BROOK TROUT,200,13
11/7/2024,LEVENSELLER P,SEARSMONT,BROOK TROUT,250,13
11/19/2024,LEVENSELLER P,SEARSMONT,BROOK TROUT,40,17
10/6/2024,MEGUNTICOOK L,LINCOLNVILLE,RAINBOW TROUT,1000,14
10/24/2024,MEGUNTICOOK L,LINCOLNVILLE,BROWN TROUT,200,12
11/7/2024,MEGUNTICOOK L,LINCOLNVILLE,BROWN TROUT,200,12
11/6/2024,MOODY P,LINCOLNVILLE,BROOK TROUT,200,13
11/6/2024,MOODY P,LINCOLNVILLE,BROOK TROUT,250,8
5/16/2024,NORTON P,LINCOLNVILLE,BROWN TROUT,100,9
11/5/2024,NORTON P,LINCOLNVILLE,BROOK TROUT,250,13
10/19/2024,QUANTABACOOK L,SEARSMONT,BROOK TROUT,400,13
4/25/2024,SAINT GEORGE L,LIBERTY,BROOK TROUT,500,10
5/30/2024,SAINT GEORGE L,LIBERTY,L.L. SALMON,1000,8
10/25/2024,SAINT GEORGE L,LIBERTY,BROOK TROUT,2000,7
4/18/2024,SAINT GEORGE R,SEARSMONT,BROOK TROUT,150,15
4/18/2024,SAINT GEORGE R,SEARSMONT,BROWN TROUT,150,14
5/10/2024,SAINT GEORGE R,SEARSMONT,BROOK TROUT,900,10
5/24/2024,SAINT GEORGE R,SEARSMONT,BROOK TROUT,240,10
5/28/2024,SAINT GEORGE R,SEARSMONT,BROWN TROUT,120,9
5/5/2024,SANBORN P,BROOKS,BROOK TROUT,250,10
10/18/2024,SANBORN P,BROOKS,BROOK TROUT,200,13
10/18/2024,SANBORN P,BROOKS,BROWN TROUT,100,12
5/6/2024,SANDY STREAM,UNITY,BROOK TROUT,500,10
4/24/2024,SEBASTICOOK R,BURNHAM,BROOK TROUT,250,10
4/18/2024,SHEEPSCOT P,PALERMO,BROOK TROUT,500,10
5/3/2024,SHEEPSCOT P,PALERMO,BROOK TROUT,500,10
10/25/2024,SHEEPSCOT P,PALERMO,BROOK TROUT,500,13
4/22/2024,SWAN L,SWANVILLE,BROOK TROUT,400,10
10/17/2024,SWAN L,SWANVILLE,BROOK TROUT,1000,7
10/2/2024,ACKLEY P,CUTLER,BROOK TROUT,400,8
10/1/2024,BERRYPATCH P,T31 MD BPP - DAY BLOC,BROOK TROUT,25,14
10/1/2024,BERRYPATCH P,T31 MD BPP - DAY BLOC,BROOK TROUT,150,8
10/22/2024,BOG L,NORTHFIELD,BROOK TROUT,600,14
10/22/2024,BOG L,NORTHFIELD,L.L. SALMON,300,11
11/13/2024,BOG L,NORTHFIELD,L.L. SALMON,50,15
5/7/2024,CATHANCE L,NO 14 TWP - CATHANCE,L.L. SALMON,500,7
5/1/2024,CLARK B (MAGURREWOCK S),CALAIS,BROOK TROUT,150,10
6/4/2024,COBSCOOK BAY STATE PARK P,EDMUNDS TWP,BROOK TROUT,400,9
5/1/2024,FARROW L,TOPSFIELD,BROOK TROUT,750,10
11/19/2024,FARROW L,TOPSFIELD,BROOK TROUT,750,8
4/10/2024,FOXHOLE P,DEBLOIS,BROOK TROUT,150,10
10/16/2024,FOXHOLE P,DEBLOIS,BROOK TROUT,50,13
10/16/2024,FOXHOLE P,DEBLOIS,BROOK TROUT,250,8
11/14/2024,FOXHOLE P,DEBLOIS,BROOK TROUT,10,18
6/5/2024,GARDNER L,EAST MACHIAS,L.L. SALMON,1500,7
10/9/2024,GOULDING L,ROBBINSTON,BROOK TROUT,1100,8
10/9/2024,GOULDING L,ROBBINSTON,BROOK TROUT,75,14
5/2/2024,GRAND L (EAST),DANFORTH,BROOK TROUT,1500,10
5/16/2024,GRAND L (EAST),DANFORTH,L.L. SALMON,2100,7
10/8/2024,GRAND L (EAST),DANFORTH,BROOK TROUT,600,13
5/23/2024,GRAND L (WEST),T6 ND BPP,L.L. SALMON,10000,7
5/2/2024,GRAND LAKE STREAM,GRAND LAKE STREAM PLT,BROOK TROUT,200,9
5/2/2024,GRAND LAKE STREAM,GRAND LAKE STREAM PLT,L.L. SALMON,200,11
5/22/2024,GRAND LAKE STREAM,GRAND LAKE STREAM PLT,BROOK TROUT,200,10
5/22/2024,GRAND LAKE STREAM,GRAND LAKE STREAM PLT,L.L. SALMON,300,12
4/22/2024,GRAND LAKE STREAM CANAL,GRAND LAKE STREAM PLT,BROOK TROUT,50,9
5/2/2024,GRAND LAKE STREAM CANAL,GRAND LAKE STREAM PLT,BROOK TROUT,150,9
5/14/2024,GRAND LAKE STREAM CANAL,GRAND LAKE STREAM PLT,BROOK TROUT,50,9
5/22/2024,GRAND LAKE STREAM CANAL,GRAND LAKE STREAM PLT,BROOK TROUT,150,10
5/17/2024,GREENLAND P (LITTLE),DANFORTH,BROOK TROUT,150,10
5/22/2024,HOSEA PUG L,T26 ED BPP,SPLAKE,150,10
5/1/2024,INDIAN L,WHITING,BROOK TROUT,600,10
10/23/2024,INDIAN L,WHITING,BROOK TROUT,2000,8
10/23/2024,INDIAN L,WHITING,BROOK TROUT,200,14
11/14/2024,INDIAN L,WHITING,BROOK TROUT,25,18
11/18/2024,INDIAN L,WHITING,BROOK TROUT,700,8
10/2/2024,JAMES P,CHARLOTTE,BROOK TROUT,1250,8
10/17/2024,KEENE L,CALAIS,BROOK TROUT,1500,8
10/17/2024,KEENE L,CALAIS,BROOK TROUT,150,14
11/18/2024,KEENE L,CALAIS,BROOK TROUT,700,8
5/21/2024,LAMBERT L,LAMBERT LAKE TWP,L.L. SALMON,250,7
6/6/2024,LAMBERT L,LAMBERT LAKE TWP,L.L. SALMON,50,7
9/26/2024,LAMBERT L,LAMBERT LAKE TWP,BROOK TROUT,1000,8
10/2/2024,LEDGE (BALD LEDGE) P,CHARLOTTE,BROOK TROUT,800,8
5/1/2024,LILY L,TRESCOTT TWP,BROOK TROUT,150,10
10/17/2024,LILY L,TRESCOTT TWP,BROOK TROUT,1100,8
10/16/2024,LONG L,MARION TWP,SPLAKE,250,13
10/1/2024,LOVE L,T19 ED BPP,L.L. SALMON,200,11
5/7/2024,MEDDYBEMPS L,BAILEYVILLE,L.L. SALMON,350,7
6/5/2024,MEDDYBEMPS L,BAILEYVILLE,L.L. SALMON,250,7
5/8/2024,MEYERS P (NORTH),COLUMBIA,BROOK TROUT,150,9
10/8/2024,MEYERS P (NORTH),COLUMBIA,BROOK TROUT,300,8
5/8/2024,MEYERS P (SOUTH),COLUMBIA,BROOK TROUT,100,9
10/9/2024,MIC-MAC P,DEBLOIS,BROOK TROUT,1000,7
10/9/2024,MIC-MAC P,DEBLOIS,BROOK TROUT,100,13
5/1/2024,MIDDLE R,MARSHFIELD,BROOK TROUT,450,10
10/9/2024,MONEYMAKER L,ROBBINSTON,BROOK TROUT,600,8
10/10/2024,MONROE L,T43 MD BPP,BROOK TROUT,3150,8
10/11/2024,MONROE P (EAST),T43 MD BPP,BROOK TROUT,600,8
10/11/2024,MONROE P (WEST),T43 MD BPP,BROOK TROUT,500,8
10/8/2024,MONTEGAIL P,T19 MD BPP,BROOK TROUT,2500,8
10/8/2024,MONTEGAIL P,T19 MD BPP,BROOK TROUT,175,14
11/14/2024,MONTEGAIL P,T19 MD BPP,BROOK TROUT,25,18
10/1/2024,MOPANG L,DEVEREAUX TWP,L.L. SALMON,300,11
10/16/2024,MOPANG L,DEVEREAUX TWP,SPLAKE,400,13
11/13/2024,MOPANG L,DEVEREAUX TWP,L.L. SALMON,55,19
5/15/2024,MUSQUASH L (EAST),TOPSFIELD,BROOK TROUT,800,9
5/15/2024,MUSQUASH L (EAST),TOPSFIELD,L.L. SALMON,320,7
6/6/2024,MUSQUASH L (EAST),TOPSFIELD,L.L. SALMON,80,7
10/9/2024,NASHS L,CALAIS,BROOK TROUT,400,8
10/9/2024,NASHS L,CALAIS,L.L. SALMON,300,11
11/13/2024,NASHS L,CALAIS,L.L. SALMON,35,19
10/2/2024,NORSE P,CUTLER,BROOK TROUT,350,8
10/2/2024,PATRICK L,MARION TWP,BROOK TROUT,100,13
10/16/2024,PEAKED MOUNTAIN P,NORTHFIELD,SPLAKE,250,13
10/1/2024,PEEP L,T30 MD BPP,BROOK TROUT,1300,8
10/1/2024,PENNAMAQUAN L,CHARLOTTE,BROWN TROUT,1200,12
10/8/2024,PIKE BROOK P (EAST),T18 MD BPP,BROOK TROUT,300,8
10/8/2024,PIKE BROOK P (WEST),T18 MD BPP,BROOK TROUT,1200,8
10/9/2024,PIKE BROOK P (WEST),T18 MD BPP,BROOK TROUT,75,13
10/9/2024,PINEO P,DEBLOIS,BROOK TROUT,100,7
10/9/2024,PINEO P,DEBLOIS,BROOK TROUT,50,13
5/7/2024,PLEASANT L,ALEXANDER,L.L. SALMON,175,7
5/15/2024,PLEASANT L,KOSSUTH TWP,BROOK TROUT,1000,9
5/15/2024,PLEASANT L,KOSSUTH TWP,L.L. SALMON,600,7
10/1/2024,PLEASANT RIVER L,BEDDINGTON,L.L. SALMON,25,11
10/16/2024,PLEASANT RIVER L,BEDDINGTON,SPLAKE,350,13
10/28/2024,PLEASANT RIVER L,BEDDINGTON,BROOK TROUT,700,13
11/14/2024,PLEASANT RIVER L,BEDDINGTON,BROOK TROUT,40,18
5/23/2024,POCUMCUS L,T6 ND BPP,L.L. SALMON,500,7
10/2/2024,PORK BARREL L,T6 R1 NBPP,BROOK TROUT,500,8
10/2/2024,ROUND L,CHARLOTTE,BROWN TROUT,525,12
10/1/2024,SALMON P,T30 MD BPP,BROOK TROUT,50,14
10/1/2024,SALMON P,T30 MD BPP,BROOK TROUT,400,8
5/8/2024,SCHOODIC L,CHERRYFIELD,L.L. SALMON,250,7
10/9/2024,SCHOODIC L,CHERRYFIELD,BROOK TROUT,75,13
5/22/2024,SECOND L (OLD STREAM),T37 MD BPP,SPLAKE,350,10
4/23/2024,SIMPSON P,ROQUE BLUFFS,BROWN TROUT,50,9
5/1/2024,SIMPSON P,ROQUE BLUFFS,BROOK TROUT,400,10
5/1/2024,SIX MILE L,MARSHFIELD,BROOK TROUT,100,10
10/22/2024,SIX MILE L,MARSHFIELD,BROOK TROUT,200,14
10/22/2024,SIX MILE L,MARSHFIELD,BROOK TROUT,1000,8
11/14/2024,SIX MILE L,MARSHFIELD,BROOK TROUT,25,18
10/16/2024,SOUTHWEST P,BEDDINGTON,SPLAKE,25,13
10/8/2024,SPECTACLE P (EAST),DEBLOIS,BROOK TROUT,850,8
5/21/2024,SPEDNIC L,VANCEBORO,L.L. SALMON,600,7
5/21/2024,SPEDNIC L,FOREST CITY TWP,L.L. SALMON,1000,8
5/28/2024,SPEDNIC L,FOREST CITY TWP,L.L. SALMON,833,8
6/6/2024,SPEDNIC L,VANCEBORO,L.L. SALMON,1010,7
9/24/2024,TOMAH L,FOREST CITY TWP,BROOK TROUT,500,8
10/2/2024,VINING L,COOPER,BROOK TROUT,850,8
10/9/2024,VINING L,COOPER,BROOK TROUT,50,14
10/15/2024,ADAMS P (ROCK HAVEN),NEWFIELD,BROOK TROUT,250,12
10/17/2024,ALEWIFE P,KENNEBUNK,BROOK TROUT,50,12
10/31/2024,ALEWIFE P,KENNEBUNK,BROOK TROUT,10,17
4/10/2024,BATSON R,KENNEBUNKPORT,BROOK TROUT,200,10
5/10/2024,BROWN B,LIMERICK,BROWN TROUT,200,10
4/10/2024,CAPE NEDDICK R,YORK,BROOK TROUT,200,10
5/7/2024,CASCADE FALLS B,SACO,BROOK TROUT,200,10
4/16/2024,COOKS B,DAYTON,BROOK TROUT,200,10
5/1/2024,COOKS B,DAYTON,BROOK TROUT,200,10
5/10/2024,DEER P,HOLLIS,BROWN TROUT,100,10
10/16/2024,DEER P,HOLLIS,BROOK TROUT,600,8
10/16/2024,DEER P,HOLLIS,BROOK TROUT,100,12
11/1/2024,DEER P,HOLLIS,BROWN TROUT,50,12
5/20/2024,ELL (L) P,WELLS,RAINBOW TROUT,160,11
4/10/2024,GOFF MILL B,KENNEBUNKPORT,BROOK TROUT,300,10
4/16/2024,GREAT B,LEBANON,BROOK TROUT,100,10
5/3/2024,GREAT B,LEBANON,BROOK TROUT,100,10
4/16/2024,GREAT WORKS R,SOUTH BERWICK,BROOK TROUT,100,10
4/16/2024,GREAT WORKS R,NORTH BERWICK,BROOK TROUT,400,10
4/16/2024,GREAT WORKS R,SANFORD,BROOK TROUT,200,10
5/3/2024,GREAT WORKS R,SANFORD,BROOK TROUT,200,10
5/3/2024,GREAT WORKS R,NORTH BERWICK,BROOK TROUT,400,10
5/8/2024,GREAT WORKS R,SOUTH BERWICK,BROOK TROUT,100,10
5/10/2024,GREAT WORKS R,NORTH BERWICK,BROWN TROUT,800,10
5/10/2024,GREAT WORKS R,SOUTH BERWICK,BROWN TROUT,300,10
6/7/2024,GREAT WORKS R,NORTH BERWICK,BROOK TROUT,150,10
5/7/2024,GREEN B,WELLS,BROOK TROUT,100,10
2/8/2024,HORNE (PEQUAWKET) P,LIMINGTON,BROOK TROUT,100,14
4/2/2024,HORNE (PEQUAWKET) P,LIMINGTON,BROOK TROUT,400,10
5/10/2024,HORNE (PEQUAWKET) P,LIMINGTON,BROWN TROUT,150,10
10/17/2024,HORNE (PEQUAWKET) P,LIMINGTON,BROOK TROUT,50,12
11/1/2024,HORNE (PEQUAWKET) P,LIMINGTON,BROWN TROUT,75,12
12/3/2024,HORNE (PEQUAWKET) P,LIMINGTON,BROWN TROUT,50,18
4/2/2024,ISINGLASS P,WATERBORO,BROOK TROUT,200,10
4/10/2024,JOSIAS R,YORK,BROOK TROUT,75,10
5/7/2024,JOSIAS R,YORK,BROOK TROUT,150,10
4/16/2024,KEAY B,BERWICK,BROOK TROUT,200,10
4/9/2024,KENNEBUNK P,LYMAN,BROOK TROUT,500,10
10/16/2024,KENNEBUNK P,LYMAN,BROOK TROUT,300,12
10/22/2024,KENNEBUNK P,LYMAN,BROWN TROUT,150,12
10/22/2024,KENNEBUNK P,LYMAN,RAINBOW TROUT,200,14
11/8/2024,KENNEBUNK P,LYMAN,BROOK TROUT,15,19
12/2/2024,KENNEBUNK P,LYMAN,RAINBOW TROUT,25,20
4/18/2024,KENNEBUNK R,KENNEBUNK,BROOK TROUT,300,10
4/18/2024,KENNEBUNK R,KENNEBUNK,BROOK TROUT,200,10
5/1/2024,KENNEBUNK R,KENNEBUNK,BROOK TROUT,500,10
5/13/2024,KENNEBUNK R,KENNEBUNK,BROWN TROUT,800,9
5/8/2024,KITTERY CLUB P,KITTERY,BROOK TROUT,100,10
4/16/2024,KNIGHT P,SOUTH BERWICK,BROOK TROUT,150,10
10/16/2024,KNIGHT P,SOUTH BERWICK,BROOK TROUT,750,8
10/16/2024,KNIGHT P,SOUTH BERWICK,BROOK TROUT,200,12
11/8/2024,KNIGHT P,SOUTH BERWICK,BROOK TROUT,15,19
4/16/2024,LEAVITT B,LIMERICK,BROOK TROUT,100,10
5/8/2024,LEAVITT B,LIMERICK,BROOK TROUT,100,10
4/16/2024,LITTLE R,LEBANON,BROOK TROUT,100,10
4/16/2024,LITTLE R,BERWICK,BROOK TROUT,300,10
5/3/2024,LITTLE R,LEBANON,BROOK TROUT,150,10
5/3/2024,LITTLE R,BERWICK,BROOK TROUT,300,10
5/8/2024,LITTLE R,BERWICK,BROOK TROUT,200,10
5/8/2024,LITTLE R,LEBANON,BROOK TROUT,200,10
5/9/2024,LITTLE R,BUXTON,BROOK TROUT,950,10
5/13/2024,LITTLE R,BERWICK,BROWN TROUT,400,9
5/15/2024,LITTLE R,LEBANON,BROWN TROUT,700,9
4/16/2024,LITTLEFIELD P,SANFORD,BROOK TROUT,350,10
10/17/2024,LITTLEFIELD P,SANFORD,BROOK TROUT,75,12
10/17/2024,LITTLEFIELD P,SANFORD,BROOK TROUT,550,8
10/11/2024,LONG P,PARSONSFIELD,BROOK TROUT,250,12
10/21/2024,LONG P,PARSONSFIELD,BROWN TROUT,300,12
11/20/2024,LONG P,PARSONSFIELD,BROOK TROUT,15,19
4/16/2024,MATHEW'S MILL P,BERWICK,BROOK TROUT,200,10
4/18/2024,MERRILAND R,WELLS,BROOK TROUT,300,10
5/7/2024,MERRILAND R,WELLS,BROOK TROUT,300,10
5/13/2024,MERRILAND R,WELLS,BROWN TROUT,1150,9
5/7/2024,MILLIKEN MILLS P,OLD ORCHARD BEACH,BROOK TROUT,200,10
10/15/2024,MOOSE P,ACTON,BROOK TROUT,50,12
10/15/2024,MOUSAM L,SHAPLEIGH,BROOK TROUT,375,12
10/16/2024,MOUSAM L,SHAPLEIGH,BROWN TROUT,1170,12
10/29/2024,MOUSAM L,SHAPLEIGH,L.L. SALMON,200,12
11/8/2024,MOUSAM L,SHAPLEIGH,BROOK TROUT,20,19
12/3/2024,MOUSAM L,SHAPLEIGH,L.L. SALMON,40,20
4/16/2024,MOUSAM R,SANFORD,BROOK TROUT,350,10
4/16/2024,MOUSAM R,SHAPLEIGH,BROOK TROUT,150,10
5/3/2024,MOUSAM R,SHAPLEIGH,BROOK TROUT,100,10
5/3/2024,MOUSAM R,SANFORD,BROOK TROUT,300,10
5/7/2024,MOUSAM R,KENNEBUNK,BROOK TROUT,300,10
5/13/2024,MOUSAM R,KENNEBUNK,BROWN TROUT,500,9
5/15/2024,MOUSAM R,SHAPLEIGH,BROWN TROUT,300,9
5/15/2024,MOUSAM R,SANFORD,BROWN TROUT,900,9
10/8/2024,MOUSAM R,KENNEBUNK,BROWN TROUT,1200,12
10/17/2024,MOUSAM R,KENNEBUNK,BROOK TROUT,100,12
10/17/2024,MOUSAM R,SANFORD,BROOK TROUT,150,12
10/17/2024,MOUSAM R,SHAPLEIGH,BROOK TROUT,50,12
11/28/2024,MOUSAM R,SANFORD,BROWN TROUT,13,18
12/3/2024,MOUSAM R,KENNEBUNK,BROWN TROUT,50,18
12/3/2024,MOUSAM R,SANFORD,BROWN TROUT,20,18
12/3/2024,MOUSAM R,SHAPLEIGH,BROWN TROUT,20,18
4/16/2024,NEOUTAQUET R,NORTH BERWICK,BROOK TROUT,250,10
5/3/2024,NEOUTAQUET R,NORTH BERWICK,BROOK TROUT,300,10
5/7/2024,NONESUCH R,SACO,BROOK TROUT,100,10
4/10/2024,OGUNQUIT R,WELLS,BROOK TROUT,300,10
5/7/2024,OGUNQUIT R,WELLS,BROOK TROUT,300,10
5/13/2024,OGUNQUIT R,WELLS,BROWN TROUT,600,9
10/21/2024,OGUNQUIT R,WELLS,BROWN TROUT,400,12
11/28/2024,OGUNQUIT R,WELLS,BROWN TROUT,13,18
4/3/2024,OSSIPEE L (LITTLE),WATERBORO,RAINBOW TROUT,2800,10
10/15/2024,OSSIPEE L (LITTLE),WATERBORO,BROOK TROUT,400,12
10/29/2024,OSSIPEE L (LITTLE),WATERBORO,L.L. SALMON,200,12
11/8/2024,OSSIPEE L (LITTLE),WATERBORO,BROOK TROUT,25,19
12/2/2024,OSSIPEE L (LITTLE),WATERBORO,RAINBOW TROUT,50,20
12/3/2024,OSSIPEE L (LITTLE),WATERBORO,L.L. SALMON,20,20
4/24/2024,OSSIPEE R (LITTLE),SHAPLEIGH,BROOK TROUT,100,10
4/24/2024,OSSIPEE R (LITTLE),NEWFIELD,BROOK TROUT,100,10
4/24/2024,OSSIPEE R (LITTLE),LIMINGTON,BROOK TROUT,200,10
4/24/2024,OSSIPEE R (LITTLE),LIMERICK,BROOK TROUT,475,10
4/30/2024,OSSIPEE R (LITTLE),LIMERICK,BROWN TROUT,600,9
4/30/2024,OSSIPEE R (LITTLE),SHAPLEIGH,BROWN TROUT,700,9
4/30/2024,OSSIPEE R (LITTELD,NEWFIELD,BROWN TROUT,350,9
5/8/2024,OSSIPEE R (LITTLE),NEWFIELD,BROOK TROUT,100,10
5/8/2024,OSSIPEE R (LITTLE),LIMERICK,BROOK TROUT,275,10
5/8/2024,OSSIPEE R (LITTLE),SHAPLEIGH,BROOK TROUT,100,10
10/16/2024,PARKER (BARKER) P,LYMAN,BROOK TROUT,750,8
10/16/2024,PARKER (BARKER) P,LYMAN,BROOK TROUT,100,12
11/8/2024,PARKER (BARKER) P,LYMAN,BROOK TROUT,15,19
4/24/2024,PENDEXTER B,PARSONSFIELD,BROOK TROUT,150,10
4/9/2024,ROUND P,LYMAN,BROOK TROUT,200,10
10/16/2024,ROUND P,LYMAN,BROOK TROUT,300,8
10/16/2024,ROUND P,LYMAN,BROOK TROUT,50,12
4/25/2024,SACO R,BUXTON,BROOK TROUT,200,10
5/2/2024,SACO R,DAYTON,BROOK TROUT,400,10
5/2/2024,SACO R,LIMINGTON,BROWN TROUT,300,9
5/2/2024,SACO R,DAYTON,BROWN TROUT,500,9
5/2/2024,SACO R,BUXTON,BROWN TROUT,750,9
5/9/2024,SACO R,BUXTON,BROOK TROUT,500,10
10/17/2024,SACO R,BUXTON,BROOK TROUT,150,12
10/17/2024,SACO R,DAYTON,BROOK TROUT,150,12
11/20/2024,SACO R,BUXTON,BROOK TROUT,50,12
5/7/2024,SMELT B,YORK,BROOK TROUT,100,10
4/24/2024,SOUTH R,PARSONSFIELD,BROOK TROUT,150,10
5/8/2024,SOUTH R,PARSONSFIELD,BROOK TROUT,150,10
10/21/2024,SQUARE P,SHAPLEIGH,BROWN TROUT,500,12
10/21/2024,STEVENS B,WELLS,BROWN TROUT,800,12
4/16/2024,SWAN POND B,DAYTON,BROOK TROUT,300,10
5/1/2024,SWAN POND B,DAYTON,BROOK TROUT,400,10
10/15/2024,SYMMES P,NEWFIELD,BROOK TROUT,100,12
11/8/2024,SYMMES P,NEWFIELD,BROOK TROUT,15,19
4/16/2024,THACHER B,BIDDEFORD,BROOK TROUT,100,10
5/8/2024,TOWN OFFICE (MEMORIAL) P,HOLLIS,BROOK TROUT,200,10
4/18/2024,UNNAMED B,YORK,BROOK TROUT,100,10
4/18/2024,WARD B,KENNEBUNK,BROOK TROUT,150,10
5/1/2024,WARD B,KENNEBUNK,BROOK TROUT,150,10
5/20/2024,WARREN P,SOUTH BERWICK,RAINBOW TROUT,200,11
5/7/2024,WEST B,WELLS,BROOK TROUT,150,10
4/12/2024,WILCOX P,BIDDEFORD,BROOK TROUT,200,10
5/1/2024,WILCOX P,BIDDEFORD,BROOK TROUT,100,10
5/24/2024,WILCOX P,BIDDEFORD,BROOK TROUT,100,10
5/29/2024,WILSON L,ACTON,BROWN TROUT,300,9
10/15/2024,WILSON L,ACTON,BROOK TROUT,250,12
11/1/2024,WILSON L,ACTON,BROWN TROUT,100,12
11/8/2024,WILSON L,ACTON,BROOK TROUT,15,19
11/28/2024,WILSON L,ACTON,BROWN TROUT,17,18
4/10/2024,WORSTER B,BERWICK,BROOK TROUT,200,10
5/3/2024,WORSTER B,BERWICK,BROOK TROUT,200,10
10/16/2024,YORK P,ELIOT,BROOK TROUT,200,12
5/7/2024,YORK R,ELIOT,BROOK TROUT,200,10
